GeneID	GeneName	Family_Subfamily	Protein_Class	GO_MF	GO_BP	GO_CC
Zm00001eb351110	Putative BOI-related E3 ubiquitin-protein ligase 2	EF-HAND CALCIUM-BINDING DOMAIN-CONTAINING PROTEIN 4A (PTHR42647:SF72)		ubiquitin-protein transferase activity(GO:0004842);zinc ion binding(GO:0008270);ligase activity(GO:0016874);metal ion binding(GO:0046872)		
Zm00001eb167010	ABC transporter G family member 40	ABC TRANSPORTER G FAMILY MEMBER 40 (PTHR19241:SF566)	ATP-binding cassette (ABC) transporter(PC00003)	nucleotide binding(GO:0000166);ATP binding(GO:0005524);ATP hydrolysis activity(GO:0016887);ABC-type transporter activity(GO:0140359)	transmembrane transport(GO:0055085)	membrane(GO:0016020)
Zm00001eb365800	Alpha_beta-Hydrolases superfamily protein	OS08G0487900 PROTEIN (PTHR12277:SF193)	serine protease(PC00203)	palmitoyl-(protein) hydrolase activity(GO:0008474);hydrolase activity(GO:0016787)	macromolecule depalmitoylation(GO:0098734)	
Zm00001eb119840	GDSL esterase_lipase	GDSL ESTERASE_LIPASE (PTHR22835:SF571)		"hydrolase activity(GO:0016787);hydrolase activity, acting on ester bonds(GO:0016788)"		
Zm00001eb429930	Transducin family protein _ WD-40 repeat family protein	TRANSDUCIN BETA-LIKE PROTEIN 3 (PTHR19854:SF15)	scaffold/adaptor protein(PC00226)	U3 snoRNA binding(GO:0034511)	"endonucleolytic cleavage to generate mature 5'-end of SSU-rRNA from (SSU-rRNA, 5.8S rRNA, LSU-rRNA)(GO:0000472);endonucleolytic cleavage in 5'-ETS of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)(GO:0000480);rRNA processing(GO:0006364)"	nucleolus(GO:0005730);90S preribosome(GO:0030686);small-subunit processome(GO:0032040)
Zm00001eb159030	Polypeptide	OS01G0633400 PROTEIN (PTHR13780:SF124)	kinase modulator(PC00140)			
Zm00001eb311920	Type IV inositol polyphosphate 5-phosphatase 9	OS09G0394600 PROTEIN (PTHR45666:SF24)	phosphatase(PC00181)	"phosphatidylinositol-4,5-bisphosphate 5-phosphatase activity(GO:0004439);inositol-polyphosphate 5-phosphatase activity(GO:0004445);hydrolase activity(GO:0016787);phosphatase activity(GO:0016791);phosphatidylinositol-3,4,5-trisphosphate 5-phosphatase activity(GO:0034485)"	phosphatidylinositol dephosphorylation(GO:0046856)	
Zm00001eb003820	Uncharacterized protein					
Zm00001eb107360	Uncharacterized protein	OS07G0572400 PROTEIN (PTHR33181:SF7)				
Zm00001eb272300	Receptor-like protein kinase-like	OS06G0716000 PROTEIN (PTHR31730:SF37)			positive regulation of growth(GO:0045927)	
Zm00001eb416920	Leucine-rich repeat-containing N-terminal plant-type domain-containing protein	LEUCINE-RICH REPEAT-CONTAINING N-TERMINAL PLANT-TYPE DOMAIN-CONTAINING PROTEIN (PTHR48061:SF14)	transmembrane signal receptor(PC00197)		brassinosteroid mediated signaling pathway(GO:0009742)	membrane(GO:0016020)
Zm00001eb405820	Putative phototropic-resoponsive NPH3 family protein	PHOTOTROPIC-RESOPONSIVE NPH3 FAMILY PROTEIN-RELATED (PTHR32370:SF169)			protein ubiquitination(GO:0016567)	
Zm00001eb413150	Uncharacterized protein	POLYADENYLATION AND CLEAVAGE FACTOR HOMOLOG 4 (PTHR15921:SF12)	RNA processing factor(PC00147)	RNA polymerase II complex binding(GO:0000993);mRNA binding(GO:0003729)	termination of RNA polymerase II transcription(GO:0006369);mRNA processing(GO:0006397);mRNA 3'-end processing(GO:0031124)	nucleus(GO:0005634);cytoplasm(GO:0005737);mRNA cleavage factor complex(GO:0005849)
Zm00001eb367780	mannose-1-phosphate guanylyltransferase	MANNOSE-1-PHOSPHATE GUANYLYLTRANSFERASE 2-RELATED (PTHR22572:SF161)	transferase(PC00220)	nucleotide binding(GO:0000166);mannose-1-phosphate guanylyltransferase (GTP) activity(GO:0004475);GTP binding(GO:0005525);transferase activity(GO:0016740);nucleotidyltransferase activity(GO:0016779)	GDP-mannose biosynthetic process(GO:0009298)	cytoplasm(GO:0005737)
Zm00001eb196990	Protein LITTLE ZIPPER 4	PROTEIN LITTLE ZIPPER 4 (PTHR33601:SF25)				
Zm00001eb041080	GTD-binding domain-containing protein	GTD-BINDING DOMAIN-CONTAINING PROTEIN (PTHR31422:SF1)		myosin XI tail binding(GO:0080115)		membrane(GO:0016020)
Zm00001eb072710	Glycosyltransferase	GLYCOSYLTRANSFERASE (PTHR46038:SF16)		transferase activity(GO:0016740);glycosyltransferase activity(GO:0016757)	cell wall organization(GO:0071555)	Golgi membrane(GO:0000139)
Zm00001eb303550	Uncharacterized protein					
Zm00001eb175140	Threonylcarbamoyl-AMP synthase	THREONYLCARBAMOYL-AMP SYNTHASE (PTHR42828:SF3)		double-stranded RNA binding(GO:0003725);mRNA binding(GO:0003729)		
Zm00001eb204190	Zinc finger CCCH domain-containing protein 1	RING FINGER PROTEIN 113B (PTHR12930:SF0)	RNA splicing factor(PC00148)	DNA binding(GO:0003677);ubiquitin-protein transferase activity(GO:0004842);zinc ion binding(GO:0008270);metal ion binding(GO:0046872)	"mRNA splicing, via spliceosome(GO:0000398)"	U2-type spliceosomal complex(GO:0005684)
Zm00001eb363860	RNA helicase	ATP-DEPENDENT RNA HELICASE DHX33 (PTHR18934:SF118)	RNA helicase(PC00032)	nucleotide binding(GO:0000166);nucleic acid binding(GO:0003676);RNA helicase activity(GO:0003724);double-stranded RNA binding(GO:0003725);helicase activity(GO:0004386);ATP binding(GO:0005524);hydrolase activity(GO:0016787)	mRNA processing(GO:0006397);RNA splicing(GO:0008380);regulation of RNA splicing(GO:0043484);positive regulation of transcription by RNA polymerase I(GO:0045943)	nucleus(GO:0005634);spliceosomal complex(GO:0005681);nucleolus(GO:0005730)
Zm00001eb386330	DUF4050 domain-containing protein	DUF4050 DOMAIN-CONTAINING PROTEIN (PTHR33373:SF12)				
Zm00001eb044830	WAT1-related protein chloroplastic	EAMA DOMAIN-CONTAINING PROTEIN (PTHR32322:SF2)	transporter(PC00227)			membrane(GO:0016020)
Zm00001eb157360	Homeobox domain-containing protein	WUSCHEL-RELATED HOMEOBOX 9 (PTHR47288:SF1)	homeodomain transcription factor(PC00119)	transcription cis-regulatory region binding(GO:0000976);DNA binding(GO:0003677);DNA-binding transcription factor activity(GO:0003700)	regulation of DNA-templated transcription(GO:0006355);system development(GO:0048731);regulation of developmental process(GO:0050793);plant organ formation(GO:1905393)	nucleus(GO:0005634)
Zm00001eb334210	PfkB-like carbohydrate kinase family protein	OS01G0105900 PROTEIN (PTHR43320:SF1)	carbohydrate kinase(PC00065)	kinase activity(GO:0016301);transferase activity(GO:0016740)		
Zm00001eb213060	5'-3' exoribonuclease	5'-3' EXORIBONUCLEASE 4 (PTHR12341:SF74)	exoribonuclease(PC00099)	nucleic acid binding(GO:0003676);RNA binding(GO:0003723);nuclease activity(GO:0004518);exonuclease activity(GO:0004527);5'-3' RNA exonuclease activity(GO:0004534);zinc ion binding(GO:0008270);hydrolase activity(GO:0016787);metal ion binding(GO:0046872)	nuclear-transcribed mRNA catabolic process(GO:0000956);nucleobase-containing compound metabolic process(GO:0006139);mRNA processing(GO:0006397);miRNA catabolic process(GO:0010587)	nucleus(GO:0005634)
Zm00001eb171000	O-Glycosyl hydrolase family 17 protein	OS08G0224500 PROTEIN (PTHR32227:SF426)	glucosidase(PC00108)	"hydrolase activity, hydrolyzing O-glycosyl compounds(GO:0004553);hydrolase activity(GO:0016787);hydrolase activity, acting on glycosyl bonds(GO:0016798);glucan endo-1,3-beta-D-glucosidase activity(GO:0042973)"	carbohydrate metabolic process(GO:0005975);defense response(GO:0006952)	plasma membrane(GO:0005886);side of membrane(GO:0098552)
Zm00001eb154450	Lachrymatory-factor synthase	OS01G0724700 PROTEIN (PTHR33789:SF16)				nucleus(GO:0005634)
Zm00001eb371940	DNA polymerase	DNA POLYMERASE LAMBDA (PTHR11276:SF41)	DNA-directed DNA polymerase(PC00018)	DNA binding(GO:0003677);DNA-directed DNA polymerase activity(GO:0003887);transferase activity(GO:0016740);nucleotidyltransferase activity(GO:0016779);lyase activity(GO:0016829);manganese ion binding(GO:0030145);DNA polymerase activity(GO:0034061);metal ion binding(GO:0046872);5'-deoxyribose-5-phosphate lyase activity(GO:0051575)	"DNA replication(GO:0006260);DNA repair(GO:0006281);double-strand break repair via nonhomologous end joining(GO:0006303);DNA damage response(GO:0006974);DNA biosynthetic process(GO:0071897);base-excision repair, AP site formation via deaminated base removal(GO:0097510)"	nucleus(GO:0005634)
Zm00001eb107050	Uncharacterized protein	TRANSMEMBRANE PROTEIN (PTHR33728:SF21)				
Zm00001eb294190	Myosin family protein with Dil domain	MYOSIN FAMILY PROTEIN WITH DIL DOMAIN (PTHR13140:SF736)	actin binding motor protein(PC00040)	microfilament motor activity(GO:0000146);nucleotide binding(GO:0000166);cytoskeletal motor activity(GO:0003774);actin binding(GO:0003779);calmodulin binding(GO:0005516);ATP binding(GO:0005524);actin filament binding(GO:0051015)	actin filament organization(GO:0007015);actin filament-based movement(GO:0030048)	cytoplasm(GO:0005737);actin cytoskeleton(GO:0015629);membrane(GO:0016020);myosin complex(GO:0016459)
Zm00001eb377900	SNARE-interacting protein KEULE	PROTEIN TRANSPORT SEC1A (PTHR11679:SF76)	membrane trafficking regulatory protein(PC00151)	syntaxin binding(GO:0019905)	intracellular protein transport(GO:0006886);vesicle docking involved in exocytosis(GO:0006904);vesicle-mediated transport(GO:0016192)	plasma membrane(GO:0005886);secretory granule(GO:0030141)
Zm00001eb071770	Maltose excess protein 1-like	"MALTOSE EXCESS PROTEIN 1, CHLOROPLASTIC-RELATED (PTHR34809:SF1)"		maltose transmembrane transporter activity(GO:0005363)	maltose transport(GO:0015768)	chloroplast envelope(GO:0009941)
Zm00001eb351610	Ypt_Rab-GAP domain of gyp1p superfamily protein	OS05G0465100 PROTEIN (PTHR22957:SF612)	GTPase-activating protein(PC00257)	GTPase activator activity(GO:0005096)		cytoplasm(GO:0005737)
Zm00001eb289180	S-acyltransferase	PALMITOYLTRANSFERASE APP (PTHR22883:SF43)	protein modifying enzyme(PC00260)	palmitoyltransferase activity(GO:0016409);transferase activity(GO:0016740);acyltransferase activity(GO:0016746);protein-cysteine S-palmitoyltransferase activity(GO:0019706)	protein targeting to membrane(GO:0006612)	endoplasmic reticulum(GO:0005783);Golgi apparatus(GO:0005794);endomembrane system(GO:0012505)
Zm00001eb304290	Calreticulin	CALRETICULIN (PTHR11073:SF2)	chaperone(PC00072)	calcium ion binding(GO:0005509);carbohydrate binding(GO:0030246);metal ion binding(GO:0046872);unfolded protein binding(GO:0051082)	protein folding(GO:0006457);ERAD pathway(GO:0036503)	endoplasmic reticulum(GO:0005783);endoplasmic reticulum lumen(GO:0005788);endoplasmic reticulum membrane(GO:0005789)
Zm00001eb074130	DUF4283 domain-containing protein	OS03G0782100 PROTEIN (PTHR33087:SF21)				
Zm00001eb351130	Uncharacterized protein					
Zm00001eb370630	Uncharacterized protein					
Zm00001eb073420	Guard cell S-type anion channel SLAC1	GUARD CELL S-TYPE ANION CHANNEL SLAC1 (PTHR31269:SF11)		voltage-gated monoatomic anion channel activity(GO:0008308)	monoatomic ion transport(GO:0006811);intracellular monoatomic ion homeostasis(GO:0006873);transmembrane transport(GO:0055085);stomatal closure(GO:0090332);monoatomic anion transmembrane transport(GO:0098656)	plasma membrane(GO:0005886);endomembrane system(GO:0012505);membrane(GO:0016020)
Zm00001eb024000	Uncharacterized protein					
Zm00001eb281150	Uncharacterized protein					
Zm00001eb252350	Uncharacterized protein					
Zm00001eb159940	Uncharacterized protein					
Zm00001eb300810	Blue copper protein	OS07G0165900 PROTEIN (PTHR33021:SF557)		electron transfer activity(GO:0009055);metal ion binding(GO:0046872)	response to symbiotic fungus(GO:0009610)	plasma membrane(GO:0005886);membrane(GO:0016020)
Zm00001eb079660	Uncharacterized protein					
Zm00001eb373570	Uncharacterized protein	OS06G0207200 PROTEIN (PTHR34268:SF7)				
Zm00001eb257630	Protein TIC 55 chloroplastic	"PROTEIN TIC 55, CHLOROPLASTIC (PTHR21266:SF29)"	oxygenase(PC00177)	"chlorophyllide a oxygenase activity(GO:0010277);oxidoreductase activity(GO:0016491);metal ion binding(GO:0046872);iron-sulfur cluster binding(GO:0051536);2 iron, 2 sulfur cluster binding(GO:0051537)"	protein targeting to chloroplast(GO:0045036)	cytoplasm(GO:0005737);chloroplast(GO:0009507)
Zm00001eb070390	Remorin C-terminal domain-containing protein	REMORIN FAMILY PROTEIN (PTHR31471:SF49)				
Zm00001eb214530	Uncharacterized protein	"PROTEASOME 26S SUBUNIT, NON-ATPASE 10 (PTHR24203:SF86)"				
Zm00001eb090140	Uncharacterized protein					
Zm00001eb040960	protein-serine_threonine phosphatase			protein serine/threonine phosphatase activity(GO:0004722)		
Zm00001eb071020	Vacuolar ATPase assembly integral membrane protein VMA21 homolog	VACUOLAR ATPASE ASSEMBLY INTEGRAL MEMBRANE PROTEIN VMA21 (PTHR31792:SF3)			vacuolar proton-transporting V-type ATPase complex assembly(GO:0070072)	endoplasmic reticulum membrane(GO:0005789);ER to Golgi transport vesicle membrane(GO:0012507);cytoplasmic vesicle(GO:0031410);endoplasmic reticulum-Golgi intermediate compartment membrane(GO:0033116)
Zm00001eb202940	Disease resistance protein (TIR-NBS class)	DISEASE RESISTANCE PROTEIN (TIR-NBS CLASS) (PTHR32472:SF11)	DNA metabolism protein(PC00009)	ADP binding(GO:0043531)	recombinational repair(GO:0000725);signal transduction(GO:0007165)	
Zm00001eb160050	Calmodulin binding protein	CALMODULIN-BINDING PROTEIN (PTHR31250:SF67)				nucleus(GO:0005634);cytoplasm(GO:0005737)
Zm00001eb005770	N-acetyltransferase domain-containing protein	N-ACETYLTRANSFERASE DOMAIN-CONTAINING PROTEIN (PTHR47025:SF17)		"RNA polymerase II transcription regulatory region sequence-specific DNA binding(GO:0000977);chromatin binding(GO:0003682);zinc ion binding(GO:0008270);acyltransferase activity, transferring groups other than amino-acyl groups(GO:0016747);histone binding(GO:0042393);metal ion binding(GO:0046872)"	positive regulation of transcription by RNA polymerase II(GO:0045944)	nucleus(GO:0005634)
Zm00001eb322810	Taxane 13-alpha-hydroxylase	OS07G0518100 PROTEIN (PTHR24286:SF335)	oxygenase(PC00177)	"monooxygenase activity(GO:0004497);iron ion binding(GO:0005506);oxidoreductase activity(GO:0016491);oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen(GO:0016705);heme binding(GO:0020037);metal ion binding(GO:0046872)"		
Zm00001eb299240	Uncharacterized protein	OS07G0123900 PROTEIN (PTHR34789:SF8)				
Zm00001eb040880	Protein ecdysoneless-like protein	PROTEIN ECDYSONELESS HOMOLOG (PTHR13060:SF0)				nucleus(GO:0005634)
Zm00001eb003230	Cytochrome P450 family 96 subfamily A polypeptide 1	"CYTOCHROME P450, FAMILY 96, SUBFAMILY A, POLYPEPTIDE 10 (PTHR24296:SF1)"	oxygenase(PC00177)	"monooxygenase activity(GO:0004497);iron ion binding(GO:0005506);oxidoreductase activity(GO:0016491);oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen(GO:0016705);heme binding(GO:0020037);metal ion binding(GO:0046872)"	lipid metabolic process(GO:0006629)	
Zm00001eb399780	Centromere protein-like	OS07G0686400 PROTEIN (PTHR47491:SF3)				
Zm00001eb124790	MADS-box transcription factor 56	MADS-BOX TRANSCRIPTION FACTOR 56 (PTHR11945:SF434)	MADS box transcription factor(PC00250)	"RNA polymerase II transcription regulatory region sequence-specific DNA binding(GO:0000977);RNA polymerase II cis-regulatory region sequence-specific DNA binding(GO:0000978);DNA-binding transcription factor activity, RNA polymerase II-specific(GO:0000981);DNA binding(GO:0003677);protein dimerization activity(GO:0046983)"	regulation of transcription by RNA polymerase II(GO:0006357);positive regulation of transcription by RNA polymerase II(GO:0045944);regulation of developmental process(GO:0050793)	nucleus(GO:0005634)
Zm00001eb291270	Ulp1 protease family C-terminal catalytic domain containing protein expressed	OS05G0490400 PROTEIN (PTHR33870:SF27)		peptidase activity(GO:0008233)	proteolysis(GO:0006508)	
Zm00001eb327910	Trehalose 6-phosphate phosphatase RA3	TREHALOSE 6-PHOSPHATE PHOSPHATASE RA3 (PTHR43768:SF34)	phosphatase(PC00181)	trehalose-phosphatase activity(GO:0004805);hydrolase activity(GO:0016787)	trehalose biosynthetic process(GO:0005992);regulation of secondary shoot formation(GO:2000032)	
Zm00001eb077710	Protein root UVB sensitive 2 chloroplastic	"PROTEIN ROOT UVB SENSITIVE 2, CHLOROPLASTIC (PTHR12770:SF5)"			auxin polar transport(GO:0009926);response to UV-B(GO:0010224)	
Zm00001eb158720	Uncharacterized protein					
Zm00001eb073670	Methyltransferase	PECTIN METHYLTRANSFERASE QUA3-RELATED (PTHR10108:SF763)	methyltransferase(PC00155)	methyltransferase activity(GO:0008168);S-adenosylmethionine-dependent methyltransferase activity(GO:0008757);transferase activity(GO:0016740)	methylation(GO:0032259);cell wall biogenesis(GO:0042546);cell wall pectin metabolic process(GO:0052546)	Golgi membrane(GO:0000139);cytoplasm(GO:0005737);endomembrane system(GO:0012505);membrane(GO:0016020)
Zm00001eb013550	6-phosphofructo-2-kinase domain-containing protein	"6-PHOSPHOFRUCTO-2-KINASE FAMILY PROTEIN, EXPRESSED (PTHR10606:SF76)"	carbohydrate phosphatase(PC00066)	"nucleotide binding(GO:0000166);catalytic activity(GO:0003824);6-phosphofructo-2-kinase activity(GO:0003873);fructose-2,6-bisphosphate 2-phosphatase activity(GO:0004331);ATP binding(GO:0005524)"	"fructose metabolic process(GO:0006000);fructose 2,6-bisphosphate metabolic process(GO:0006003);carbohydrate phosphorylation(GO:0046835)"	cytosol(GO:0005829)
Zm00001eb006930	WW domain containing protein expressed	F16L1.2 PROTEIN (PTHR14791:SF42)				cytoplasm(GO:0005737)
Zm00001eb109430	VOC domain-containing protein					
Zm00001eb373180	Alpha_beta-Hydrolases superfamily protein	OS06G0213400 PROTEIN (PTHR12265:SF13)				
Zm00001eb311910	Putative plastidic glucose transporter 1	PLASTIDIC GLUCOSE TRANSPORTER 1-RELATED (PTHR23503:SF103)	secondary carrier transporter(PC00258)	hexose transmembrane transporter activity(GO:0015149);transmembrane transporter activity(GO:0022857)	hexose transmembrane transport(GO:0008645);monosaccharide transmembrane transport(GO:0015749);transmembrane transport(GO:0055085)	membrane(GO:0016020)
Zm00001eb326010	Phospholipid-transporting ATPase	PHOSPHOLIPID-TRANSPORTING ATPASE (PTHR24092:SF19)	primary active transporter(PC00068)			
Zm00001eb024890	NERD domain-containing protein	SI:ZFOS-911D5.4 (PTHR35287:SF1)				
Zm00001eb033310	alanine--tRNA ligase			tRNA binding(GO:0000049);nucleotide binding(GO:0000166);nucleic acid binding(GO:0003676);RNA binding(GO:0003723);aminoacyl-tRNA ligase activity(GO:0004812);alanine-tRNA ligase activity(GO:0004813);ATP binding(GO:0005524);ligase activity(GO:0016874)	translation(GO:0006412);alanyl-tRNA aminoacylation(GO:0006419)	
