GeneID	GeneName	Family_Subfamily	Protein_Class	GO_MF	GO_BP	GO_CC
Zm00001eb003740	Uncharacterized protein					
Zm00001eb066830	Putative cysteine protease RD21B	ORYZAIN BETA CHAIN (PTHR12411:SF1013)	cysteine protease(PC00081)	cysteine-type endopeptidase activity(GO:0004197);peptidase activity(GO:0008233);cysteine-type peptidase activity(GO:0008234);hydrolase activity(GO:0016787)	proteolysis(GO:0006508);proteolysis involved in protein catabolic process(GO:0051603)	extracellular space(GO:0005615);lysosome(GO:0005764)
Zm00001eb397850	Uncharacterized protein					
Zm00001eb345810	Uncharacterized protein					
Zm00001eb057200	Protein NAR1	CYTOSOLIC FE-S CLUSTER ASSEMBLY FACTOR CG17683-RELATED (PTHR11615:SF258)	dehydrogenase(PC00092)			
Zm00001eb201180	Uncharacterized protein					
Zm00001eb422390	Uncharacterized protein					
Zm00001eb411360	Uncharacterized protein					
Zm00001eb057110	"Altered inheritance of mitochondria protein 24, mitochondrial"	"ALTERED INHERITANCE OF MITOCHONDRIA PROTEIN 24, MITOCHONDRIAL (PTHR43657:SF1)"			endoplasmic reticulum unfolded protein response(GO:0030968);regulation of ERAD pathway(GO:1904292)	Hrd1p ubiquitin ligase complex(GO:0000836)
Zm00001eb317310	Uncharacterized protein					
Zm00001eb091750	CBS domain-containing protein CBSCBSPB2	CBS DOMAIN-CONTAINING PROTEIN DDB_G0289609 (PTHR48108:SF26)				
Zm00001eb272900	Clp R domain-containing protein					
Zm00001eb369830	NADH:ubiquinone reductase (non-electrogenic)	NADH:UBIQUINONE REDUCTASE (NON-ELECTROGENIC) (PTHR43706:SF23)	oxidoreductase(PC00176)	NADH dehydrogenase activity(GO:0003954);calcium ion binding(GO:0005509);oxidoreductase activity(GO:0016491);metal ion binding(GO:0046872);NADH dehydrogenase (quinone) (non-electrogenic) activity(GO:0050136)		mitochondrion(GO:0005739);mitochondrial inner membrane(GO:0005743);peroxisome(GO:0005777)
Zm00001eb179220	Uncharacterized protein					
Zm00001eb272990	Mitochondrial transcription termination factor family protein	OS01G0688600 PROTEIN (PTHR33130:SF43)				
Zm00001eb057150	YTH domain-containing family protein	YTH DOMAIN-CONTAINING PROTEIN ECT2-RELATED (PTHR12357:SF99)	RNA metabolism protein(PC00031)	RNA binding(GO:0003723);mRNA binding(GO:0003729);N6-methyladenosine-containing RNA reader activity(GO:1990247)	mRNA destabilization(GO:0061157)	cytoplasm(GO:0005737)
Zm00001eb150940	Actin-related protein 2_3 complex subunit 3	ACTIN-RELATED PROTEIN 2_3 COMPLEX SUBUNIT 3 (PTHR12391:SF0)	actin or actin-binding cytoskeletal protein(PC00041)	actin binding(GO:0003779);actin filament binding(GO:0051015)	regulation of actin filament polymerization(GO:0030833);Arp2/3 complex-mediated actin nucleation(GO:0034314)	cytoskeleton(GO:0005856);Arp2/3 protein complex(GO:0005885)
Zm00001eb183000	Sucrose transporter GRMZM2G106741	SUCROSE TRANSPORT PROTEIN SUT5 (PTHR19432:SF43)	secondary carrier transporter(PC00258)	sucrose:proton symporter activity(GO:0008506);sucrose transmembrane transporter activity(GO:0008515);symporter activity(GO:0015293);transmembrane transporter activity(GO:0022857)	sucrose metabolic process(GO:0005985);sucrose transport(GO:0015770);transmembrane transport(GO:0055085)	plasma membrane(GO:0005886);membrane(GO:0016020)
Zm00001eb431450	Uncharacterized protein					
Zm00001eb408370	C3H1-type domain-containing protein	C3H1-TYPE DOMAIN-CONTAINING PROTEIN (PTHR24009:SF17)	RNA metabolism protein(PC00031)	nucleic acid binding(GO:0003676);DNA binding(GO:0003677);RNA binding(GO:0003723);zinc ion binding(GO:0008270);metal ion binding(GO:0046872)		
Zm00001eb397270	Uncharacterized protein					
Zm00001eb422580	F-box protein	F-BOX ONLY PROTEIN 48 (PTHR12874:SF9)		ubiquitin-like ligase-substrate adaptor activity(GO:1990756)	regulation of translation(GO:0006417);response to heat(GO:0009408);response to cold(GO:0009409);protein ubiquitination(GO:0016567);SCF-dependent proteasomal ubiquitin-dependent protein catabolic process(GO:0031146)	nucleus(GO:0005634);cytoplasm(GO:0005737);mitochondrion(GO:0005739);SCF ubiquitin ligase complex(GO:0019005);pollen tube(GO:0090406)
Zm00001eb052530	Uncharacterized protein	ETHYLENE-REGULATED TRANSCRIPT 2 (ERT2) (PTHR36381:SF1)				
Zm00001eb060630	Pentatricopeptide repeat 78	OS03G0795400 PROTEIN (PTHR47933:SF15)		mRNA binding(GO:0003729)		
Zm00001eb068930	Glutaredoxin family protein	OS04G0641300 PROTEIN (PTHR45669:SF30)	oxidoreductase(PC00176)			
Zm00001eb372070	Putative Rop family GTPase ROP5	RAC-LIKE GTP-BINDING PROTEIN 4 (PTHR24072:SF315)	small GTPase(PC00208)	nucleotide binding(GO:0000166);GTPase activity(GO:0003924);GTP binding(GO:0005525);protein kinase binding(GO:0019901)	actin filament organization(GO:0007015);establishment or maintenance of cell polarity(GO:0007163);signal transduction(GO:0007165);small GTPase-mediated signal transduction(GO:0007264);regulation of cell shape(GO:0008360);negative regulation of abscisic acid-activated signaling pathway(GO:0009788);cortical cytoskeleton organization(GO:0030865);regulation of actin cytoskeleton organization(GO:0032956)	cytoskeleton(GO:0005856);plasma membrane(GO:0005886);membrane(GO:0016020);cytoplasmic vesicle(GO:0031410);cell projection(GO:0042995)
Zm00001eb357920	Putative leucine-rich repeat receptor-like protein kinase family protein	OS01G0607900 PROTEIN (PTHR48010:SF55)		nucleotide binding(GO:0000166);protein kinase activity(GO:0004672);ATP binding(GO:0005524);kinase activity(GO:0016301)		membrane(GO:0016020)
Zm00001eb204920	non-specific serine_threonine protein kinase	NON-SPECIFIC SERINE_THREONINE PROTEIN KINASE (PTHR24057:SF75)	non-receptor serine/threonine protein kinase(PC00167)	nucleotide binding(GO:0000166);protein kinase activity(GO:0004672);protein serine/threonine kinase activity(GO:0004674);ATP binding(GO:0005524);kinase activity(GO:0016301);transferase activity(GO:0016740)	brassinosteroid mediated signaling pathway(GO:0009742);cell differentiation(GO:0030154);negative regulation of brassinosteroid mediated signaling pathway(GO:1900458)	nucleus(GO:0005634);cytoplasm(GO:0005737)
Zm00001eb397550	ADP-ribosylation factor GTPase-activating protein AGD7	ADP-RIBOSYLATION FACTOR GTPASE-ACTIVATING PROTEIN AGD6-RELATED (PTHR47021:SF4)	GTPase-activating protein(PC00257)	GTPase activator activity(GO:0005096);zinc ion binding(GO:0008270);metal ion binding(GO:0046872)	vesicle-mediated transport(GO:0016192)	
Zm00001eb287480	B30.2_SPRY domain-containing protein					nucleus(GO:0005634);Set1C/COMPASS complex(GO:0048188)
Zm00001eb162570	Protein NRT1_ PTR FAMILY 6.2	PROTEIN NRT1_ PTR FAMILY 6.2 (PTHR11654:SF85)	transporter(PC00227)	transmembrane transporter activity(GO:0022857)	oligopeptide transport(GO:0006857);transmembrane transport(GO:0055085)	membrane(GO:0016020)
Zm00001eb214350	Gibberellin-regulated protein 10	GIBBERELLIN STIMULATED TRANSCRIPT RELATED PROTEIN 1 (PTHR23201:SF118)				
Zm00001eb346540	DUF538 family protein	OS05G0362300 PROTEIN (PTHR31676:SF76)				
Zm00001eb151450	Vacuolar protein sorting-associated protein 28 homolog	VACUOLAR PROTEIN SORTING-ASSOCIATED PROTEIN 28 HOMOLOG (PTHR12937:SF0)	membrane traffic protein(PC00150)	protein-containing complex binding(GO:0044877)	protein transport(GO:0015031);endosome transport via multivesicular body sorting pathway(GO:0032509);protein transport to vacuole involved in ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway(GO:0043328)	ESCRT I complex(GO:0000813);endosome(GO:0005768)
Zm00001eb069190	Uncharacterized protein	CYS OR MET METABOLISM PYRIDOXAL-PHOSPHATE-DEPENDENT ENZYME (PTHR46658:SF1)				
Zm00001eb102080	uroporphyrinogen-III synthase	UROPORPHYRINOGEN-III SYNTHASE (PTHR38020:SF1)		uroporphyrinogen-III synthase activity(GO:0004852)	protoporphyrinogen IX biosynthetic process(GO:0006782);tetrapyrrole biosynthetic process(GO:0033014)	
Zm00001eb151110	Partner of Nob1	RNA-BINDING PROTEIN PNO1 (PTHR12826:SF13)	endoribonuclease(PC00094)	nucleic acid binding(GO:0003676);RNA binding(GO:0003723)		nucleus(GO:0005634);nucleolus(GO:0005730)
Zm00001eb420250	Protein RAE1	ACTIVATING MOLECULE IN BECN1-REGULATED AUTOPHAGY PROTEIN 1 (PTHR22874:SF1)		ubiquitin-like ligase-substrate adaptor activity(GO:1990756)	autophagosome assembly(GO:0000045);mitophagy(GO:0000423)	Cul4-RING E3 ubiquitin ligase complex(GO:0080008)
Zm00001eb051790	Metal transporter Nramp3	METAL TRANSPORTER NRAMP3 (PTHR11706:SF76)	secondary carrier transporter(PC00258)	manganese ion transmembrane transporter activity(GO:0005384);metal ion transmembrane transporter activity(GO:0046873)	manganese ion transport(GO:0006828);intracellular iron ion homeostasis(GO:0006879);metal ion transport(GO:0030001);intracellular manganese ion homeostasis(GO:0030026);iron ion transmembrane transport(GO:0034755);manganese ion transmembrane transport(GO:0071421)	trans-Golgi network(GO:0005802);membrane(GO:0016020)
Zm00001eb215180	PRA1 family protein	OS03G0741600 PROTEIN (PTHR19317:SF58)	membrane traffic protein(PC00150)		vesicle-mediated transport(GO:0016192)	endoplasmic reticulum(GO:0005783);Golgi apparatus(GO:0005794);membrane(GO:0016020)
Zm00001eb286530	Uncharacterized protein	OS05G0342900 PROTEIN (PTHR36792:SF16)				
Zm00001eb294360	IQ-domain 6	OS05G0541100 PROTEIN (PTHR32295:SF34)		calmodulin binding(GO:0005516)		
Zm00001eb215080	sulfate adenylyltransferase	SULFATE ADENYLYLTRANSFERASE (PTHR11055:SF65)		nucleotide binding(GO:0000166);adenylylsulfate kinase activity(GO:0004020);sulfate adenylyltransferase (ATP) activity(GO:0004781);ATP binding(GO:0005524);transferase activity(GO:0016740);nucleotidyltransferase activity(GO:0016779)	sulfate assimilation(GO:0000103)	chloroplast(GO:0009507)
Zm00001eb057010	Bax inhibitor-1 family protein	PROTEIN LIFEGUARD 4 (PTHR23291:SF31)	ion channel(PC00133)	calcium channel activity(GO:0005262)	endoplasmic reticulum unfolded protein response(GO:0030968);calcium ion transmembrane transport(GO:0070588)	membrane(GO:0016020)
Zm00001eb217240	Integral membrane HPP family protein	"HPP FAMILY PROTEIN, EXPRESSED (PTHR33741:SF1)"		nitrate transmembrane transporter activity(GO:0015112)	nitrate transmembrane transport(GO:0015706)	
Zm00001eb411840	NmrA-like domain-containing protein			pinoresinol reductase activity(GO:0010283)	secondary metabolite biosynthetic process(GO:0044550)	
Zm00001eb179040	DnaJ domain containing protein	"PROTEIN CHAPERONE-LIKE PROTEIN OF POR1, CHLOROPLASTIC (PTHR33372:SF2)"				chloroplast membrane(GO:0031969)
Zm00001eb156350	Uncharacterized protein	ADENYLATE ISOPENTENYLTRANSFERASE 4-RELATED (PTHR11088:SF86)	RNA processing factor(PC00147)	nucleotide binding(GO:0000166);ATP binding(GO:0005524);transferase activity(GO:0016740);tRNA dimethylallyltransferase activity(GO:0052381)	tRNA modification(GO:0006400);cytokinin biosynthetic process(GO:0009691)	mitochondrion(GO:0005739)
Zm00001eb422370	FAD-binding domain-containing protein	OS04G0423100 PROTEIN (PTHR45934:SF1)	oxidoreductase(PC00176)	monooxygenase activity(GO:0004497);oxidoreductase activity(GO:0016491);FAD binding(GO:0071949)		
Zm00001eb422530	Uncharacterized protein					
Zm00001eb040770	Formin-like protein	FORMIN-LIKE PROTEIN 14 (PTHR45733:SF17)		phosphoprotein phosphatase activity(GO:0004721)		
Zm00001eb177880	Uncharacterized protein					
Zm00001eb214400	Cytochrome P450	CYTOCHROME P450 (PTHR47947:SF58)	oxygenase(PC00177)	"monooxygenase activity(GO:0004497);iron ion binding(GO:0005506);oxidoreductase activity(GO:0016491);oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen(GO:0016705);heme binding(GO:0020037);metal ion binding(GO:0046872)"		
Zm00001eb369750	NAD(P)H dehydrogenase (quinone)	NAD(P)H DEHYDROGENASE (QUINONE) (PTHR30546:SF56)	oxidoreductase(PC00176)	NAD(P)H dehydrogenase (quinone) activity(GO:0003955);FMN binding(GO:0010181);oxidoreductase activity(GO:0016491)		membrane(GO:0016020)
Zm00001eb214610	Transmembrane protein adipocyte-associated 1	TRANSMEMBRANE PROTEIN ADIPOCYTE-ASSOCIATED 1 (PTHR15876:SF8)		G protein-coupled receptor activity(GO:0004930)	G protein-coupled receptor signaling pathway(GO:0007186)	plasma membrane(GO:0005886);membrane(GO:0016020)
Zm00001eb340040	Uncharacterized protein					
Zm00001eb414990	Cullin family profile domain-containing protein	OS08G0170900 PROTEIN (PTHR11932:SF79)	ubiquitin-protein ligase(PC00234)	ubiquitin protein ligase binding(GO:0031625);ubiquitin ligase complex scaffold activity(GO:0160072)	ubiquitin-dependent protein catabolic process(GO:0006511);protein ubiquitination(GO:0016567);proteasome-mediated ubiquitin-dependent protein catabolic process(GO:0043161)	nucleus(GO:0005634);cullin-RING ubiquitin ligase complex(GO:0031461)
Zm00001eb397710	Oxysterol-binding protein-related protein 3B	OXYSTEROL-BINDING PROTEIN 8 (PTHR10972:SF136)	transfer/carrier protein(PC00219)	lipid binding(GO:0008289);sterol binding(GO:0032934)	lipid transport(GO:0006869)	cytosol(GO:0005829);membrane(GO:0016020)
Zm00001eb052500	Uncharacterized protein					membrane(GO:0016020)
Zm00001eb357980	Agamous-like MADS-box protein AGL62	AGAMOUS-LIKE MADS-BOX PROTEIN AGL62 (PTHR11945:SF764)	MADS box transcription factor(PC00250)	"RNA polymerase II cis-regulatory region sequence-specific DNA binding(GO:0000978);DNA-binding transcription factor activity, RNA polymerase II-specific(GO:0000981);DNA binding(GO:0003677);protein dimerization activity(GO:0046983)"	regulation of transcription by RNA polymerase II(GO:0006357)	nucleus(GO:0005634)
Zm00001eb397440	Nitric oxide synthase interacting protein	NITRIC OXIDE SYNTHASE-INTERACTING PROTEIN (PTHR13063:SF10)		zinc ion binding(GO:0008270);ubiquitin protein ligase activity(GO:0061630)		nucleus(GO:0005634)
Zm00001eb057210	RNA helicase	RNA HELICASE (PTHR18934:SF103)	RNA helicase(PC00032)	nucleotide binding(GO:0000166);nucleic acid binding(GO:0003676);RNA binding(GO:0003723);RNA helicase activity(GO:0003724);helicase activity(GO:0004386);ATP binding(GO:0005524);hydrolase activity(GO:0016787)		nucleus(GO:0005634)
Zm00001eb151200	Autophagy-related protein 18f	AUTOPHAGY-RELATED PROTEIN 18F (PTHR13268:SF7)	non-motor microtubule binding protein(PC00166)		autophagy(GO:0006914);response to starvation(GO:0042594)	phagophore assembly site(GO:0000407);cytoplasm(GO:0005737)
Zm00001eb151660	WD repeat-containing protein 13	WD REPEAT-CONTAINING PROTEIN 13 (PTHR22838:SF4)		promoter-specific chromatin binding(GO:1990841)		
Zm00001eb270530	Uncharacterized protein	"BAHD FAMILY ACYLTRANSFERASE, CLADE V (PTHR31625:SF85)"		"transferase activity(GO:0016740);acyltransferase activity(GO:0016746);acyltransferase activity, transferring groups other than amino-acyl groups(GO:0016747)"		
Zm00001eb432870	RRM domain-containing protein	OS11G0620100 PROTEIN (PTHR47640:SF75)		nucleic acid binding(GO:0003676);RNA binding(GO:0003723);mRNA binding(GO:0003729)		
Zm00001eb151400	Diacylglycerol kinase	DIACYLGLYCEROL KINASE (PTHR11255:SF122)	kinase(PC00137)	nucleotide binding(GO:0000166);ATP-dependent diacylglycerol kinase activity(GO:0004143);ATP binding(GO:0005524);kinase activity(GO:0016301);transferase activity(GO:0016740)	defense response(GO:0006952);signal transduction(GO:0007165);phospholipase C-activating G protein-coupled receptor signaling pathway(GO:0007200);intracellular signal transduction(GO:0035556);glycerolipid metabolic process(GO:0046486)	membrane(GO:0016020)
Zm00001eb397630	Dof zinc finger protein	DOF ZINC FINGER PROTEIN (PTHR31992:SF123)		DNA binding(GO:0003677);DNA-binding transcription factor activity(GO:0003700);zinc ion binding(GO:0008270);metal ion binding(GO:0046872)	regulation of DNA-templated transcription(GO:0006355)	nucleus(GO:0005634)
Zm00001eb357860	Amino-acid permease BAT1	AMINO-ACID PERMEASE BAT1 (PTHR45649:SF30)		L-glutamate transmembrane transporter activity(GO:0005313);L-alanine transmembrane transporter activity(GO:0015180);gamma-aminobutyric acid transmembrane transporter activity(GO:0015185);L-lysine transmembrane transporter activity(GO:0015189);transmembrane transporter activity(GO:0022857)	L-alanine transport(GO:0015808);gamma-aminobutyric acid transport(GO:0015812);L-glutamate transmembrane transport(GO:0015813);transmembrane transport(GO:0055085);L-lysine transmembrane transport(GO:1903401)	membrane(GO:0016020)
Zm00001eb422110	NDR1_HIN1-like 1	OS04G0416700 PROTEIN (PTHR31415:SF12)			defense response to other organism(GO:0098542)	plasma membrane(GO:0005886);plasmodesma(GO:0009506);membrane(GO:0016020)
Zm00001eb422340	ubiquitinyl hydrolase 1	UBIQUITIN CARBOXYL-TERMINAL HYDROLASE MINDY-4-RELATED (PTHR12473:SF8)		cysteine-type deubiquitinase activity(GO:0004843);peptidase activity(GO:0008233);cysteine-type peptidase activity(GO:0008234);hydrolase activity(GO:0016787);K48-linked deubiquitinase activity(GO:1990380)	proteolysis(GO:0006508);protein K48-linked deubiquitination(GO:0071108)	
Zm00001eb052920	L-gulonolactone oxidase 6			oxidoreductase activity(GO:0016491)		
Zm00001eb065490	Uncharacterized protein					
Zm00001eb189120	"WD40, G-beta domain containing family protein, family"	ENHANCER OF MRNA-DECAPPING PROTEIN 4 (PTHR15598:SF5)	mRNA capping factor(PC00145)		mRNA processing(GO:0006397);deadenylation-independent decapping of nuclear-transcribed mRNA(GO:0031087)	P-body(GO:0000932)
Zm00001eb272870	RRM domain-containing protein	POLYADENYLATE-BINDING PROTEIN-INTERACTING PROTEIN 13 (PTHR32343:SF32)	RNA splicing factor(PC00148)	nucleic acid binding(GO:0003676);RNA binding(GO:0003723)		
Zm00001eb422450	COP9 signalosome complex subunit 8	COP9 SIGNALOSOME COMPLEX SUBUNIT 8 (PTHR13339:SF0)	scaffold/adaptor protein(PC00226)		protein deneddylation(GO:0000338);COP9 signalosome assembly(GO:0010387)	nucleus(GO:0005634);cytoplasm(GO:0005737);COP9 signalosome(GO:0008180)
Zm00001eb151420	Pentatricopeptide repeat-containing protein					
Zm00001eb201420	Uncharacterized protein					
Zm00001eb372110	K Homology domain-containing protein			nucleic acid binding(GO:0003676);RNA binding(GO:0003723)		
Zm00001eb060050	Chaperone DNA J homolog1	CHAPERONE PROTEIN DNAJ 2-RELATED (PTHR43888:SF28)	chaperone(PC00072)	ATPase activator activity(GO:0001671);ATP binding(GO:0005524);zinc ion binding(GO:0008270);Hsp70 protein binding(GO:0030544);heat shock protein binding(GO:0031072);metal ion binding(GO:0046872);unfolded protein binding(GO:0051082)	protein folding(GO:0006457);response to heat(GO:0009408);cellular response to heat(GO:0034605);protein refolding(GO:0042026)	endoplasmic reticulum(GO:0005783);cytosol(GO:0005829)
