GeneID,GeneSymbol,Family_Subfamily,Protein_Class,GO_MF,GO_BO,GO_CC
Zm00001eb205980,Uncharacterized protein;ZEAMMB73_Zm00001d053670;;orthologs,,,,,
Zm00001eb217060,DUF1336 domain containing protein expressed;100274268;PTN002835079;orthologs,CW14 PROTEIN (PTHR31558:SF3),,,,
Zm00001eb208290,CCR4-NOT transcription complex subunit 1 CAF1-binding domain-containing protein;unassigned;;orthologs,,,,negative regulation of translation(GO:0017148),CCR4-NOT core complex(GO:0030015)
Zm00001eb258460,Casein kinase I;100285265;PTN002629297;orthologs,OS02G0810400 PROTEIN (PTHR11909:SF487),non-receptor serine/threonine protein kinase(PC00167),nucleotide binding(GO:0000166);protein kinase activity(GO:0004672);protein serine/threonine kinase activity(GO:0004674);ATP binding(GO:0005524);kinase activity(GO:0016301);transferase activity(GO:0016740),endocytosis(GO:0006897);signal transduction(GO:0007165),nucleus(GO:0005634);cytoplasm(GO:0005737)
Zm00001eb237830,Uncharacterized protein;unassigned;;orthologs,,,,,
Zm00001eb425990,OSJNBa0029H02.27-like protein;100194145;PTN002844448;orthologs,EXPRESSED PROTEIN-RELATED (PTHR32254:SF3),,,,
Zm00001eb422370,FAD-binding domain-containing protein;unassigned;PTN002914634;orthologs,OS04G0423100 PROTEIN (PTHR45934:SF1),oxidoreductase(PC00176),monooxygenase activity(GO:0004497);oxidoreductase activity(GO:0016491);FAD binding(GO:0071949),,
Zm00001eb278780,Putative MADS-box transcription factor family protein;ZEAMMB73_Zm00001d037126;PTN002631887;orthologs,MADS-BOX TRANSCRIPTION FACTOR 22 (PTHR11945:SF763),MADS box transcription factor(PC00250),"RNA polymerase II cis-regulatory region sequence-specific DNA binding(GO:0000978);DNA-binding transcription factor activity, RNA polymerase II-specific(GO:0000981);DNA binding(GO:0003677);protein dimerization activity(GO:0046983)",regulation of transcription by RNA polymerase II(GO:0006357),nucleus(GO:0005634)
Zm00001eb114470,Ku70_Ku80 N-terminal alpha_beta domain-containing protein;unassigned;;orthologs,,,,,
Zm00001eb397440,Nitric oxide synthase interacting protein;100280875;PTN002660890;orthologs,NITRIC OXIDE SYNTHASE-INTERACTING PROTEIN (PTHR13063:SF10),,zinc ion binding(GO:0008270);ubiquitin protein ligase activity(GO:0061630),,nucleus(GO:0005634)
Zm00001eb334950,Nucleolin;ZEAMMB73_Zm00001d008516;PTN002866514;orthologs,GLUTAMYL-TRNA (GLN) AMIDOTRANSFERASE SUBUNIT C (PTHR38393:SF1),RNA processing factor(PC00147),,,
Zm00001eb396710,Cyclase_dehydrase family protein;PYL5;PTN002829766;orthologs,OS03G0297600 PROTEIN (PTHR31213:SF202),,protein phosphatase inhibitor activity(GO:0004864);abscisic acid binding(GO:0010427);signaling receptor activity(GO:0038023),abscisic acid-activated signaling pathway(GO:0009738),nucleus(GO:0005634);cytoplasm(GO:0005737)
Zm00001eb374400,Uncharacterized protein;unassigned;;orthologs,,,,,
Zm00001eb157470,Transducin_WD40 repeat-like superfamily protein;ZEAMMB73_Zm00001d043948;PTN002739831;orthologs,WD REPEAT-CONTAINING PROTEIN 89 (PTHR22889:SF0),,,,
Zm00001eb016200,DNA binding protein;100216770;PTN002841352;orthologs,TRANSCRIPTION FACTOR SCREAM-LIKE PROTEIN (PTHR31945:SF5),DNA-binding transcription factor(PC00218),DNA-binding transcription factor activity(GO:0003700);sequence-specific DNA binding(GO:0043565);protein dimerization activity(GO:0046983),regulation of DNA-templated transcription(GO:0006355),nucleus(GO:0005634)
Zm00001eb071030,Pentatricopeptide repeat-containing protein mitochondrial;ZEAMMB73_Zm00001d002345;PTN002896667;orthologs,OS04G0612800 PROTEIN (PTHR45613:SF144),,,,
Zm00001eb041540,Myb domain protein 106;103643278;PTN002578894;orthologs,TRANSCRIPTION FACTOR MYB16 (PTHR10641:SF586),homeodomain transcription factor(PC00119),DNA binding(GO:0003677),cell morphogenesis(GO:0000902);regulation of cutin biosynthetic process(GO:1901957),nucleus(GO:0005634)
Zm00001eb177220,Uncharacterized protein;unassigned;;orthologs,,,,,
Zm00001eb293410,Uncharacterized protein;unassigned;PTN009118948;orthologs,"MULTIPLE ORGANELLAR RNA EDITING FACTOR 1, MITOCHONDRIAL (PTHR31346:SF5)",,,RNA metabolic process(GO:0016070);cytidine to uridine editing(GO:0016554);mitochondrial mRNA modification(GO:0080156),mitochondrion(GO:0005739)
Zm00001eb393090,Uncharacterized protein;unassigned;;orthologs,,,,,
Zm00001eb276750,Heme oxygenase2;100192807;PTN002861047;orthologs,"HEME OXYGENASE 1, CHLOROPLASTIC-RELATED (PTHR35703:SF2)",oxygenase(PC00177),heme oxygenase (decyclizing) activity(GO:0004392);oxidoreductase activity(GO:0016491);metal ion binding(GO:0046872),heme oxidation(GO:0006788);photosynthesis(GO:0015979),chloroplast(GO:0009507)
Zm00001eb066250,Protein ASPARTIC PROTEASE IN GUARD CELL 2;ZEAMMB73_Zm00001d001835;PTN002671684;orthologs,PROTEIN ASPARTIC PROTEASE IN GUARD CELL 2 (PTHR13683:SF265),aspartic protease(PC00053),DNA binding(GO:0003677);aspartic-type endopeptidase activity(GO:0004190);peptidase activity(GO:0008233);hydrolase activity(GO:0016787),proteolysis(GO:0006508),
Zm00001eb257640,Serinc-domain containing serine and sphingolipid biosynthesis protein;100191588;PTN002571793;orthologs,SERINC-DOMAIN CONTAINING SERINE AND SPHINGOLIPID BIOSYNTHESIS PROTEIN (PTHR10383:SF54),protein-binding activity modulator(PC00095),,,membrane(GO:0016020)
Zm00001eb368960,Proline-rich family protein;ZEAMMB73_Zm00001d012515;PTN002841438;orthologs,OS01G0819000 PROTEIN (PTHR31949:SF37),,,,cortical microtubule(GO:0055028)
Zm00001eb167010,ABC transporter G family member 40;103652783;PTN002710697;orthologs,ABC TRANSPORTER G FAMILY MEMBER 40 (PTHR19241:SF566),ATP-binding cassette (ABC) transporter(PC00003),nucleotide binding(GO:0000166);ATP binding(GO:0005524);ATP hydrolysis activity(GO:0016887);ABC-type transporter activity(GO:0140359),transmembrane transport(GO:0055085),membrane(GO:0016020)
Zm00001eb351110,Putative BOI-related E3 ubiquitin-protein ligase 2;ZEAMMB73_Zm00001d010503;PTN002869341;orthologs,EF-HAND CALCIUM-BINDING DOMAIN-CONTAINING PROTEIN 4A (PTHR42647:SF72),,ubiquitin-protein transferase activity(GO:0004842);zinc ion binding(GO:0008270);ligase activity(GO:0016874);metal ion binding(GO:0046872),,
Zm00001eb365800,Alpha_beta-Hydrolases superfamily protein;ZEAMMB73_Zm00001d012172;PTN002641546;orthologs,OS08G0487900 PROTEIN (PTHR12277:SF193),serine protease(PC00203),palmitoyl-(protein) hydrolase activity(GO:0008474);hydrolase activity(GO:0016787),macromolecule depalmitoylation(GO:0098734),
Zm00001eb119840,GDSL esterase_lipase;unassigned;PTN009053952;orthologs,GDSL ESTERASE_LIPASE (PTHR22835:SF571),,"hydrolase activity(GO:0016787);hydrolase activity, acting on ester bonds(GO:0016788)",,
Zm00001eb279870,Putative DUF231 domain containing family protein;103629946;PTN002844722;orthologs,DUF231 DOMAIN CONTAINING FAMILY PROTEIN-RELATED (PTHR32285:SF318),,O-acetyltransferase activity(GO:0016413);transferase activity(GO:0016740);xylan O-acetyltransferase activity(GO:1990538),,Golgi membrane(GO:0000139);Golgi apparatus(GO:0005794)
Zm00001eb372990,Pentatricopeptide repeat-containing protein;unassigned;PTN009215093;orthologs,PENTATRICOPEPTIDE REPEAT-CONTAINING PROTEIN (PTHR47926:SF430),,RNA binding(GO:0003723),RNA modification(GO:0009451),
Zm00001eb029410,Uncharacterized protein;100276621;PTN002854773;orthologs,OS10G0502100 PROTEIN (PTHR34061:SF19),,,,
Zm00001eb414840,Uncharacterized protein;103641207;;orthologs,,,,,
Zm00001eb067120,Uncharacterized protein;unassigned;;orthologs,,,,,
Zm00001eb272300,Receptor-like protein kinase-like;unassigned;PTN009126884;orthologs,OS06G0716000 PROTEIN (PTHR31730:SF37),,,positive regulation of growth(GO:0045927),
Zm00001eb356240,RING-type E3 ubiquitin transferase;unassigned;PTN002680223;orthologs,OS04G0289800 PROTEIN (PTHR14140:SF27),ubiquitin-protein ligase(PC00234),DNA binding(GO:0003677);ubiquitin-protein transferase activity(GO:0004842);zinc ion binding(GO:0008270);transferase activity(GO:0016740);metal ion binding(GO:0046872);ubiquitin protein ligase activity(GO:0061630),chromatin organization(GO:0006325);protein ubiquitination(GO:0016567);negative regulation of gene expression via chromosomal CpG island methylation(GO:0044027),nucleus(GO:0005634)
Zm00001eb416920,Leucine-rich repeat-containing N-terminal plant-type domain-containing protein;unassigned;PTN009227772;orthologs,LEUCINE-RICH REPEAT-CONTAINING N-TERMINAL PLANT-TYPE DOMAIN-CONTAINING PROTEIN (PTHR48061:SF14),transmembrane signal receptor(PC00197),,brassinosteroid mediated signaling pathway(GO:0009742),membrane(GO:0016020)
Zm00001eb138380,Agamous-like MADS-box protein AGL11;MADS2;PTN002631952;orthologs,MADS-BOX TRANSCRIPTION FACTOR 13 (PTHR11945:SF741),MADS box transcription factor(PC00250),"RNA polymerase II transcription regulatory region sequence-specific DNA binding(GO:0000977);RNA polymerase II cis-regulatory region sequence-specific DNA binding(GO:0000978);DNA-binding transcription factor activity, RNA polymerase II-specific(GO:0000981);DNA binding(GO:0003677);DNA-binding transcription factor activity(GO:0003700);protein dimerization activity(GO:0046983)",regulation of DNA-templated transcription(GO:0006355);regulation of transcription by RNA polymerase II(GO:0006357);positive regulation of transcription by RNA polymerase II(GO:0045944),nucleus(GO:0005634)
Zm00001eb405820,Putative phototropic-resoponsive NPH3 family protein;ZEAMMB73_Zm00001d023314;PTN002845217;orthologs,PHOTOTROPIC-RESOPONSIVE NPH3 FAMILY PROTEIN-RELATED (PTHR32370:SF169),,,protein ubiquitination(GO:0016567),
Zm00001eb316150,DUF2431 domain protein;100191829;PTN002610378;orthologs,FERREDOXIN-FOLD ANTICODON-BINDING DOMAIN-CONTAINING PROTEIN 1 (PTHR11538:SF26),aminoacyl-tRNA synthetase(PC00047),rRNA (uridine-N3-)-methyltransferase activity(GO:0070042),rRNA base methylation(GO:0070475),cytoplasm(GO:0005737)
Zm00001eb413150,Uncharacterized protein;100280286;PTN002698175;orthologs,POLYADENYLATION AND CLEAVAGE FACTOR HOMOLOG 4 (PTHR15921:SF12),RNA processing factor(PC00147),RNA polymerase II complex binding(GO:0000993);mRNA binding(GO:0003729),termination of RNA polymerase II transcription(GO:0006369);mRNA processing(GO:0006397);mRNA 3'-end processing(GO:0031124),nucleus(GO:0005634);cytoplasm(GO:0005737);mRNA cleavage factor complex(GO:0005849)
Zm00001eb007510,BTB_POZ domain-containing protein NPY2;100285179;PTN009135556;orthologs,BTB_POZ DOMAIN-CONTAINING PROTEIN NPY3 (PTHR32370:SF146),,,protein ubiquitination(GO:0016567),
Zm00001eb430000,Putative MYB DNA-binding domain superfamily protein;100037740;PTN002579060;orthologs,TRANSCRIPTION FACTOR MYB72 (PTHR10641:SF1103),homeodomain transcription factor(PC00119),transcription cis-regulatory region binding(GO:0000976);DNA binding(GO:0003677);DNA-binding transcription factor activity(GO:0003700),regulation of DNA-templated transcription(GO:0006355);regulation of lignin biosynthetic process(GO:1901141),nucleus(GO:0005634)
Zm00001eb041080,GTD-binding domain-containing protein;unassigned;PTN009120487;orthologs,GTD-BINDING DOMAIN-CONTAINING PROTEIN (PTHR31422:SF1),,myosin XI tail binding(GO:0080115),,membrane(GO:0016020)
Zm00001eb348620,Zinc-ribbon 15 domain-containing protein;100275135;PTN002863448;orthologs,DOUBLE ZINC RIBBON PROTEIN MJ0416 (PTHR36718:SF1),,,,
Zm00001eb418880,Zinc finger CCCH domain-containing protein 24;103641439;PTN002913857;orthologs,TRNA (URACIL-5-)-METHYLTRANSFERASE HOMOLOG A (PTHR45904:SF2),RNA methyltransferase(PC00033),nucleic acid binding(GO:0003676);DNA binding(GO:0003677);methyltransferase activity(GO:0008168);RNA methyltransferase activity(GO:0008173);zinc ion binding(GO:0008270);transferase activity(GO:0016740);metal ion binding(GO:0046872),RNA processing(GO:0006396);methylation(GO:0032259),
Zm00001eb303550,Uncharacterized protein;unassigned;;orthologs,,,,,
Zm00001eb330170,DNA polymerase;ZEAMMB73_Zm00001d022491;PTN002910561;orthologs,DNA POLYMERASE ZETA CATALYTIC SUBUNIT (PTHR45812:SF1),DNA-directed DNA polymerase(PC00018),"nucleotide binding(GO:0000166);nucleic acid binding(GO:0003676);DNA binding(GO:0003677);DNA-directed DNA polymerase activity(GO:0003887);zinc ion binding(GO:0008270);transferase activity(GO:0016740);nucleotidyltransferase activity(GO:0016779);metal ion binding(GO:0046872);iron-sulfur cluster binding(GO:0051536);4 iron, 4 sulfur cluster binding(GO:0051539)",double-strand break repair via homologous recombination(GO:0000724);DNA replication(GO:0006260);DNA repair(GO:0006281);DNA damage response(GO:0006974);translesion synthesis(GO:0019985);error-prone translesion synthesis(GO:0042276),nucleus(GO:0005634);zeta DNA polymerase complex(GO:0016035)
Zm00001eb018410,Transferase transferring acyl groups;unassigned;PTN009041805;orthologs,PHOSPHATIDYLINOSITOL-GLYCAN BIOSYNTHESIS CLASS W PROTEIN (PTHR20661:SF0),acyltransferase(PC00042),O-acyltransferase activity(GO:0008374);acyltransferase activity(GO:0016746);glucosaminyl-phosphatidylinositol O-acyltransferase activity(GO:0032216),GPI anchor metabolic process(GO:0006505);GPI anchor biosynthetic process(GO:0006506),endoplasmic reticulum(GO:0005783);membrane(GO:0016020)
Zm00001eb266270,Uncharacterized protein;unassigned;;orthologs,,,,,
Zm00001eb274260,HTH myb-type domain-containing protein;unassigned;PTN002831571;orthologs,MYB FAMILY TRANSCRIPTION FACTOR MPH1 (PTHR31314:SF113),homeodomain transcription factor(PC00119),DNA binding(GO:0003677);DNA-binding transcription factor activity(GO:0003700),regulation of DNA-templated transcription(GO:0006355),nucleus(GO:0005634)
Zm00001eb027820,Outer arm dynein light chain 1 protein;100191600;PTN002693568;orthologs,"LEUCINE RICH REPEAT FAMILY PROTEIN, EXPRESSED (PTHR15454:SF43)",scaffold/adaptor protein(PC00226),,,
Zm00001eb386040,MBF1 transcription factor;MBF1.1;PTN002567119;orthologs,ENDOTHELIAL DIFFERENTIATION-RELATED FACTOR 1 (PTHR10245:SF15),,DNA binding(GO:0003677),,nucleus(GO:0005634)
Zm00001eb107050,Uncharacterized protein;ZEAMMB73_Zm00001d006608;PTN002852809;orthologs,TRANSMEMBRANE PROTEIN (PTHR33728:SF21),,,,
Zm00001eb155270,Glycylpeptide N-tetradecanoyltransferase;100282444;PTN002604426;orthologs,GLYCYLPEPTIDE N-TETRADECANOYLTRANSFERASE (PTHR11377:SF5),transferase(PC00220),glycylpeptide N-tetradecanoyltransferase activity(GO:0004379);transferase activity(GO:0016740);acyltransferase activity(GO:0016746),protein localization to membrane(GO:0072657),cytosol(GO:0005829)
Zm00001eb326420,Putative indole-3-acetic acid-amido synthetase GH3.1;100285387;PTN002840637;orthologs,INDOLE-3-ACETIC ACID-AMIDO SYNTHETASE GH3.1-RELATED (PTHR31901:SF96),,ligase activity(GO:0016874);acid-amino acid ligase activity(GO:0016881),,cytoplasm(GO:0005737)
Zm00001eb377900,SNARE-interacting protein KEULE;ZEAMMB73_Zm00001d045434;PTN002617723;orthologs,PROTEIN TRANSPORT SEC1A (PTHR11679:SF76),membrane trafficking regulatory protein(PC00151),syntaxin binding(GO:0019905),intracellular protein transport(GO:0006886);vesicle docking involved in exocytosis(GO:0006904);vesicle-mediated transport(GO:0016192),plasma membrane(GO:0005886);secretory granule(GO:0030141)
Zm00001eb071770,Maltose excess protein 1-like;100283084;PTN002858170;orthologs,"MALTOSE EXCESS PROTEIN 1, CHLOROPLASTIC-RELATED (PTHR34809:SF1)",,maltose transmembrane transporter activity(GO:0005363),maltose transport(GO:0015768),chloroplast envelope(GO:0009941)
Zm00001eb289180,S-acyltransferase;ZEAMMB73_Zm00001d038321;PTN002739481;orthologs,PALMITOYLTRANSFERASE APP (PTHR22883:SF43),protein modifying enzyme(PC00260),palmitoyltransferase activity(GO:0016409);transferase activity(GO:0016740);acyltransferase activity(GO:0016746);protein-cysteine S-palmitoyltransferase activity(GO:0019706),protein targeting to membrane(GO:0006612),endoplasmic reticulum(GO:0005783);Golgi apparatus(GO:0005794);endomembrane system(GO:0012505)
Zm00001eb351610,Ypt_Rab-GAP domain of gyp1p superfamily protein;ZEAMMB73_Zm00001d010564;PTN002742562;orthologs,OS05G0465100 PROTEIN (PTHR22957:SF612),GTPase-activating protein(PC00257),GTPase activator activity(GO:0005096),,cytoplasm(GO:0005737)
Zm00001eb351130,Uncharacterized protein;unassigned;;orthologs,,,,,
Zm00001eb076360,Actin-interacting protein 1-2;unassigned;;orthologs,,,,,
Zm00001eb114060,Protein kinase domain-containing protein;103648074;PTN009106542;orthologs,OS11G0556600 PROTEIN (PTHR27005:SF87),transmembrane signal receptor(PC00197),,,
Zm00001eb212730,Uncharacterized protein;unassigned;;orthologs,,,,,
Zm00001eb145130,Uncharacterized protein;unassigned;;orthologs,,,,,
Zm00001eb258310,Glycosyltransferase family protein 2;103627873;PTN002852062;orthologs,GLYCOSYLTRANSFERASE FAMILY PROTEIN 2 (PTHR33604:SF1),,transferase activity(GO:0016740),,
Zm00001eb429210,Lysine histidine transporter-like 7;103641984;PTN002742173;orthologs,OS04G0562100 PROTEIN (PTHR48017:SF47),,amino acid transmembrane transporter activity(GO:0015171),amino acid transmembrane transport(GO:0003333);amino acid transport(GO:0006865),membrane(GO:0016020)
Zm00001eb159940,Uncharacterized protein;unassigned;;orthologs,,,,,
Zm00001eb145430,Glycine-rich protein;100278545;PTN002855320;orthologs,GLYCINE-RICH PROTEIN (PTHR34201:SF1),,,,
Zm00001eb257630,Protein TIC 55 chloroplastic;100382079;PTN002723574;orthologs,"PROTEIN TIC 55, CHLOROPLASTIC (PTHR21266:SF29)",oxygenase(PC00177),"chlorophyllide a oxygenase activity(GO:0010277);oxidoreductase activity(GO:0016491);metal ion binding(GO:0046872);iron-sulfur cluster binding(GO:0051536);2 iron, 2 sulfur cluster binding(GO:0051537)",protein targeting to chloroplast(GO:0045036),cytoplasm(GO:0005737);chloroplast(GO:0009507)
Zm00001eb211760,ZFP16-2;103625765;PTN002816703;orthologs,OS05G0460900 PROTEIN (PTHR26374:SF418),,zinc ion binding(GO:0008270);metal ion binding(GO:0046872),,nucleus(GO:0005634)
Zm00001eb090140,Uncharacterized protein;100502242;;orthologs,,,,,
Zm00001eb375870,High-affinity nitrate transporter 2.4;unassigned;PTN009073900;orthologs,HIGH AFFINITY NITRATE TRANSPORTER 2.7 (PTHR23515:SF10),transporter(PC00227),nitrate transmembrane transporter activity(GO:0015112),nitrate transmembrane transport(GO:0015706),plant-type vacuole membrane(GO:0009705);membrane(GO:0016020)
Zm00001eb020430,Cysteine protease;PCP;PTN002645472;orthologs,OS09G0381400 PROTEIN (PTHR12411:SF763),cysteine protease(PC00081),cysteine-type endopeptidase activity(GO:0004197);peptidase activity(GO:0008233);cysteine-type peptidase activity(GO:0008234);hydrolase activity(GO:0016787),proteolysis(GO:0006508);proteolysis involved in protein catabolic process(GO:0051603),extracellular space(GO:0005615);lysosome(GO:0005764)
