#node	identifier	domain_summary_url	annotation	other_names_and_aliases
A0A1D6MLB5	4577.A0A1D6MLB5	Uncharacterized protein.	https://smart.embl.de/smart/DDvec.cgi?smart=136:TRANS(15|37)+TRANS(96|118)+	103651800,A0A1D6MLB5,A0A1D6MLB5_MAIZE,Uncharacterized protein,Uncharacterized protein LOC103651800,XM_008677494.1,XP_008675716,XP_008675716.1,ZEAMMB73_Zm00001d039847,zma:103651800
A0A1D6MLB8	4577.A0A1D6MLB8	Cell division control protein 48 homolog E.	https://smart.embl.de/smart/DDvec.cgi?smart=137:Pfam_AAA(86|136)+	A0A1D6MLB8,A0A1D6MLB8_MAIZE,Cell division control protein 48 homolog E,ZEAMMB73_Zm00001d039849
A0A1D6MLC2	4577.A0A1D6MLC2	Uncharacterized protein.	https://smart.embl.de/smart/DDvec.cgi?smart=360:TRANS(323|345)+	100276061,A0A1D6MLC2,A0A1D6MLC2_MAIZE,NP_001143414,Uncharacterized protein,Uncharacterized protein LOC100276061,ZEAMMB73_Zm00001d039851,zma:100276061
A0A1D6MLD0	4577.A0A1D6MLD0	Geranylgeranyl transferase type-1 subunit beta.	https://smart.embl.de/smart/DDvec.cgi?smart=513:Pfam_Prenyltrans(80|120)+Pfam_Prenyltrans(135|170)+Pfam_Prenyltrans(175|218)+Pfam_Prenyltrans(239|277)+Pfam_PTPLA(347|509)+	100274548,4.2.1.134,A0A1D6MLD0,A0A1D6MLD0_MAIZE,EC 4.2.1.134,Geranylgeranyl transferase type-1 subunit beta,NP_001142376,Uncharacterized LOC100274548,ZEAMMB73_Zm00001d039856,zma:100274548
A0A1D6MLD8	4577.A0A1D6MLD8	Protein TRM32.	https://smart.embl.de/smart/DDvec.cgi?smart=679:Pfam_DUF4378(513|671)+	100275570,A0A1D6MLD8,A0A1D6MLD8_MAIZE,NP_001143094,Protein TRM32,Uncharacterized protein LOC100275570,XM_008674342.1,XM_008674343.1,XM_008674344.1,XP_008672564.1,XP_008672565.1,XP_008672566.1,ZEAMMB73_Zm00001d039858,zma:100275570
A0A1D6MLD9	4577.A0A1D6MLD9	Metallothionein-like protein type 2.	https://smart.embl.de/smart/DDvec.cgi?smart=84:Pfam_Metallothio_2(20|83)+	100283295,A0A1D6MLD9,A0A1D6MLD9_MAIZE,Metallothionein-like protein type 2,NP_001149669,ZEAMMB73_Zm00001d039859,zma:100283295
A0A1D6MLE3	4577.A0A1D6MLE3	E3 ubiquitin-protein ligase; Ubiquitin ligase protein which is a component of the N-end rule pathway. Recognizes and binds to proteins bearing specific N- terminal residues that are destabilizing according to the N-end rule, leading to their ubiquitination and subsequent degradation.	https://smart.embl.de/smart/DDvec.cgi?smart=2008:Pfam_zf-UBR(123|190)+	2.3.2.27,A0A1D6MLE3,A0A1D6MLE3_MAIZE,E3 ubiquitin-protein ligase,ZEAMMB73_Zm00001d039860
A0A1D6MLF9	4577.A0A1D6MLF9	Triosephosphate isomerase.	https://smart.embl.de/smart/DDvec.cgi?smart=613:Pfam_Lzipper-MIP1(54|136)+Pfam_DUF547(384|520)+	100381749,A0A1D6MLF9,A0A1D6MLF9_MAIZE,Triosephosphate isomerase,XM_008674870.1,XP_008673092.1,ZEAMMB73_Zm00001d039866
A0A1D6MLG2	4577.A0A1D6MLG2	Factor of DNA methylation 4.	https://smart.embl.de/smart/DDvec.cgi?smart=724:Pfam_zf-XS(98|141)+Pfam_XS(203|315)+Pfam_XH(591|721)+	103649779,A0A1D6MLG2,A0A1D6MLG2_MAIZE,Factor of DNA methylation 1,Factor of DNA methylation 4,XP_008673715,ZEAMMB73_Zm00001d039867,zma:103649779
A0A1D6MLH7	4577.A0A1D6MLH7	RHOMBOID-like protein.	https://smart.embl.de/smart/DDvec.cgi?smart=502:TRANS(148|170)+Pfam_Rhomboid(235|379)+TRANS(406|428)+	100284897,3.4.21.-,A0A1D6MLH7,A0A1D6MLH7_MAIZE,Membrane protein,NP_001151264,RHOMBOID-like protein,Rhomboid-like protein,ZEAMMB73_Zm00001d039870,zma:100284897
A0A1D6MLH8	4577.A0A1D6MLH8	Transcription elongation factor (TFIIS) family protein.	https://smart.embl.de/smart/DDvec.cgi?smart=510:Pfam_Med26(325|381)+	103649783,A0A1D6MLH8,A0A1D6MLH8_MAIZE,Protein IWS1 homolog 1,Transcription factor SPN1,XM_008675497.1,XP_008673719,XP_008673719.1,ZEAMMB73_Zm00001d039871,zma:103649783
A0A1D6MLI2	4577.A0A1D6MLI2	Pentatricopeptide repeat-containing protein chloroplastic.	https://smart.embl.de/smart/DDvec.cgi?smart=894:Pfam_PPR(380|410)+Pfam_PPR(456|485)+Pfam_PPR(486|515)+Pfam_PPR_2(587|636)+Pfam_PPR(660|687)+Pfam_DYW_deaminase(760|884)+	100533140,A0A1D6MLI2,A0A1D6MLI2_MAIZE,NP_001191251,Uncharacterized protein LOC100533140,ZEAMMB73_Zm00001d039873,zma:100533140
A0A1D6MLI6	4577.A0A1D6MLI6	Ubiquitin fusion degradation UFD1 family protein.	https://smart.embl.de/smart/DDvec.cgi?smart=259:Pfam_UFD1(11|163)+	103651806,A0A1D6MLI6,A0A1D6MLI6_MAIZE,Ubiquitin fusion degradation UFD1 family protein,Ubiquitin fusion degradation protein 1,XP_020406259,ZEAMMB73_Zm00001d039875,zma:103651806
A0A1D6MLJ0	4577.A0A1D6MLJ0	Uncharacterized protein.	http://smart.embl.de/smart/DDvec.cgi?smart=391:	100276757,A0A1D6MLJ0,A0A1D6MLJ0_MAIZE,NP_001170120,Uncharacterized protein,Uncharacterized protein LOC100276757,ZEAMMB73_Zm00001d039878,zma:100276757
A0A1D6MLJ4	4577.A0A1D6MLJ4	Lecithin-cholesterol acyltransferase-like 1.	https://smart.embl.de/smart/DDvec.cgi?smart=304:Pfam_Abhydrolase_6(6|294)+	100280003,A0A1D6MLJ4,A0A1D6MLJ4_MAIZE,Lecithin-cholesterol acyltransferase-like 1,NP_001146423,Uncharacterized protein LOC100280003 precursor,ZEAMMB73_Zm00001d039880,zma:100280003
A0A1D6MLK3	4577.A0A1D6MLK3	Mitochondrial glycoprotein family protein.	https://smart.embl.de/smart/DDvec.cgi?smart=253:Pfam_MAM33(69|250)+	100286211,A0A1D6MLK3,A0A1D6MLK3_MAIZE,Mitochondrial glycoprotein,Mitochondrial glycoprotein family protein,NP_001152571,ZEAMMB73_Zm00001d039883,zma:100286211
A0A1D6MLK5	4577.A0A1D6MLK5	Mitochondrial substrate carrier family protein; Belongs to the mitochondrial carrier (TC 2.A.29) family.	https://smart.embl.de/smart/DDvec.cgi?smart=328:Pfam_Mito_carr(24|121)+Pfam_Mito_carr(130|224)+Pfam_Mito_carr(226|322)+	100193742,A0A1D6MLK5,A0A1D6MLK5_MAIZE,Mitochondrial substrate carrier family protein,NP_001132301,Uncharacterized LOC100193742,ZEAMMB73_Zm00001d039884,zma:100193742
A0A1D6MLL0	4577.A0A1D6MLL0	Uncharacterized protein.	https://smart.embl.de/smart/DDvec.cgi?smart=155:Pfam_Mito_carr(34|128)+	A0A1D6MLL0,A0A1D6MLL0_MAIZE,Uncharacterized protein,ZEAMMB73_Zm00001d039886
A0A1D6MLL7	4577.A0A1D6MLL7	Protein apaG.	https://smart.embl.de/smart/DDvec.cgi?smart=165:Pfam_UVR(1|23)+Pfam_DUF525(50|136)+	100284959,A0A1D6MLL7,A0A1D6MLL7_MAIZE,NP_001151326,Protein apaG,UvrB/uvrC motif family protein,ZEAMMB73_Zm00001d039887,zma:100284959
A0A1D6MLM1	4577.A0A1D6MLM1	Glycosyltransferase; Belongs to the UDP-glycosyltransferase family.	https://smart.embl.de/smart/DDvec.cgi?smart=450:Pfam_UDPGT(204|423)+	103649789,2.4.1.-,2.4.1.136,A0A1D6MLM1,A0A1D6MLM1_MAIZE,EC 2.4.1.136,Gallate 1-beta-glucosyltransferase,Glycosyltransferase,XP_008673722,ZEAMMB73_Zm00001d039891,zma:103649789
A0A1D6MLM6	4577.A0A1D6MLM6	Cytochrome P450 family 87 subfamily A polypeptide 6; Belongs to the cytochrome P450 family.	https://smart.embl.de/smart/DDvec.cgi?smart=522:Pfam_p450(51|517)+	103651810,A0A1D6MLM6,A0A1D6MLM6_MAIZE,Cytochrome P450 89A2,XP_020406260,ZEAMMB73_Zm00001d039895,zma:103651810
A0A1D6MLM7	4577.A0A1D6MLM7	Cytochrome P450 family 87 subfamily A polypeptide 6; Belongs to the cytochrome P450 family.	https://smart.embl.de/smart/DDvec.cgi?smart=525:TRANS(7|29)+Pfam_p450(45|515)+	103649794,A0A1D6MLM7,A0A1D6MLM7_MAIZE,Cytochrome P450 89A2,XM_008675506.1,XP_008673728,XP_008673728.1,ZEAMMB73_Zm00001d039898,zma:103649794
A0A1D6MLM9	4577.A0A1D6MLM9	PRPK; Belongs to the CGI121/TPRKB family.	https://smart.embl.de/smart/DDvec.cgi?smart=188:Pfam_CGI-121(17|185)+	100280192,A0A1D6MLM9,A0A1D6MLM9_MAIZE,PRPK,ZEAMMB73_Zm00001d039899
A0A1D6MLP3	4577.A0A1D6MLP3	ATP binding protein.	http://smart.embl.de/smart/DDvec.cgi?smart=291:	A0A1D6MLP3,A0A1D6MLP3_MAIZE,ATP binding protein,ZEAMMB73_Zm00001d039902
A0A1D6MLR0	4577.A0A1D6MLR0	AP2/ERF and B3 domain-containing transcription repressor TEM1.	https://smart.embl.de/smart/DDvec.cgi?smart=378:AP2(75|136)+B3(186|298)+	109944961,A0A1D6MLR0,A0A1D6MLR0_MAIZE,RAV-like factor,XP_020406318,ZEAMMB73_Zm00001d039907,zma:109944961
A0A1D6MLR1	4577.A0A1D6MLR1	Ribosomal protein L26.	https://smart.embl.de/smart/DDvec.cgi?smart=157:KOW(48|75)+	542610,60S ribosomal protein L26-1,A0A1D6MLR1,A0A1D6MLR1_MAIZE,Large subunit ribosomal protein L26e,NM_001305880.1,NP_001292809,NP_001292809.1,Ribosomal protein L26,ZEAMMB73_Zm00001d039908,zma:542610
A0A1D6MLR4	4577.A0A1D6MLR4	Di-glucose binding protein with Leucine-rich repeat domain.	https://smart.embl.de/smart/DDvec.cgi?smart=753:Pfam_Malectin(321|485)+TRANS(677|699)+	100279241,A0A1D6MLR4,A0A1D6MLR4_MAIZE,NP_001145734,Uncharacterized LOC100279241 precursor,ZEAMMB73_Zm00001d039911,zma:100279241
A0A1D6MLR7	4577.A0A1D6MLR7	MADS-box transcription factor 56.	https://smart.embl.de/smart/DDvec.cgi?smart=174:MADS(13|72)+	103649797,A0A1D6MLR7,A0A1D6MLR7_MAIZE,MADS-box transcription factor 51,MADS-box transcription factor 56,XM_008675509.1,XP_008673731,XP_008673731.1,ZEAMMB73_Zm00001d039913,zma:103649797
A0A1D6MLT0	4577.A0A1D6MLT0	Cytochrome P450 family 77 protein.	https://smart.embl.de/smart/DDvec.cgi?smart=563:Pfam_MR_MLE_N(189|310)+MR_MLE(327|421)+	100384695,A0A1D6MLT0,A0A1D6MLT0_MAIZE,Cytochrome P450 family 77 protein,NP_001170642,Uncharacterized protein LOC100384695,ZEAMMB73_Zm00001d039918,zma:100384695
A0A1D6MLT4	4577.A0A1D6MLT4	DUF789 family protein.	https://smart.embl.de/smart/DDvec.cgi?smart=338:Pfam_DUF789(19|329)+	100194164,A0A1D6MLT4,A0A1D6MLT4_MAIZE,DUF789 family protein,NP_001132686,Uncharacterized protein LOC100194164,ZEAMMB73_Zm00001d039919,zma:100194164
A0A1D6MLT8	4577.A0A1D6MLT8	PR5-like receptor kinase.	https://smart.embl.de/smart/DDvec.cgi?smart=517:Pfam_WAK_assoc(34|115)+TRANS(132|154)+Pfam_Pkinase_Tyr(203|472)+	A0A1D6MLT8,A0A1D6MLT8_MAIZE,PR5-like receptor kinase,ZEAMMB73_Zm00001d039921
A0A1D6MLU0	4577.A0A1D6MLU0	PR5-like receptor kinase; Belongs to the protein kinase superfamily.	https://smart.embl.de/smart/DDvec.cgi?smart=342:Pfam_Pkinase_Tyr(54|323)+	103649803,A0A1D6MLU0,A0A1D6MLU0_MAIZE,PR5-like receptor kinase,XP_008673737,ZEAMMB73_Zm00001d039923,zma:103649803
A0A1D6MLU2	4577.A0A1D6MLU2	GUB_WAK_bind domain-containing protein.	https://smart.embl.de/smart/DDvec.cgi?smart=231:SIGNAL(1|22)+Pfam_GUB_WAK_bind(35|154)+	103649804,A0A1D6MLU2,A0A1D6MLU2_MAIZE,GUB_WAK_bind domain-containing protein,Uncharacterized protein LOC103649804,XP_008673739,ZEAMMB73_Zm00001d039925,zma:103649804
A0A1D6MLU3	4577.A0A1D6MLU3	WAK2-OsWAK receptor-like cytoplasmic kinase (OsWAK-RLCK).	https://smart.embl.de/smart/DDvec.cgi?smart=677:SIGNAL(1|24)+Pfam_GUB_WAK_bind(44|157)+Pfam_WAK_assoc(166|256)+TRANS(272|294)+Pfam_Pkinase_Tyr(348|630)+	100281606,A0A1D6MLU3,A0A1D6MLU3_MAIZE,NP_001147997,ZEAMMB73_Zm00001d039926,zma:100281606
A0A1D6MLU6	4577.A0A1D6MLU6	Uncharacterized protein.	https://smart.embl.de/smart/DDvec.cgi?smart=286:SIGNAL(1|36)+Pfam_GUB_WAK_bind(42|151)+Pfam_WAK_assoc(169|268)+	A0A1D6MLU6,A0A1D6MLU6_MAIZE,Uncharacterized protein,ZEAMMB73_Zm00001d039928
A0A1D6MLV0	4577.A0A1D6MLV0	LEAF RUST 10 DISEASE-RESISTANCE LOCUS RECEPTOR-LIKE PROTEIN KINASE-like 1.1.	https://smart.embl.de/smart/DDvec.cgi?smart=853:SIGNAL(1|26)+Pfam_GUB_WAK_bind(43|172)+TRANS(453|475)+Pfam_Pkinase_Tyr(524|796)+	A0A1D6MLV0,A0A1D6MLV0_MAIZE,ZEAMMB73_Zm00001d039931
A0A1D6MLV4	4577.A0A1D6MLV4	Uncharacterized protein.	http://smart.embl.de/smart/DDvec.cgi?smart=138:	103649806,A0A1D6MLV4,A0A1D6MLV4_MAIZE,Uncharacterized protein,Uncharacterized protein LOC103649806,XM_008675518.1,XP_008673740,XP_008673740.1,ZEAMMB73_Zm00001d039932,zma:103649806
A0A1D6MLW1	4577.A0A1D6MLW1	TIM-barrel signal transduction protein isoform 2.	https://smart.embl.de/smart/DDvec.cgi?smart=211:Pfam_PEP_hydrolase(1|170)+	100383424,A0A1D6MLW1,A0A1D6MLW1_MAIZE,NP_001169547,TIM-barrel signal transduction protein isoform 2,Uncharacterized protein LOC100383424,ZEAMMB73_Zm00001d039937,zma:100383424
A0A1D6MLW2	4577.A0A1D6MLW2	Calmodulin-binding transcription activator 2.	https://smart.embl.de/smart/DDvec.cgi?smart=277:Pfam_TIG(17|89)+ANK(222|251)+	109944800,A0A1D6MLW2,A0A1D6MLW2_MAIZE,Calmodulin-binding transcription activator 1,Calmodulin-binding transcription activator 2,XP_020405719,ZEAMMB73_Zm00001d039938,zma:109944800
A0A1D6MLW6	4577.A0A1D6MLW6	Putative calcium-binding protein CML27.	https://smart.embl.de/smart/DDvec.cgi?smart=195:EFh(33|61)+EFh(73|101)+EFh(110|138)+	103649813,A0A1D6MLW6,A0A1D6MLW6_MAIZE,Calcium-binding protein CML,NM_001347854.1,NP_001334783,NP_001334783.1,Putative calcium-binding protein CML27,Uncharacterized protein LOC103649813,ZEAMMB73_Zm00001d039944,zma:103649813
A0A1D6MLW7	4577.A0A1D6MLW7	Glycosyl hydrolase family 10 protein / carbohydrate-binding domain-containing protein.	https://smart.embl.de/smart/DDvec.cgi?smart=417:Glyco_10(111|361)+	A0A1D6MLW7,A0A1D6MLW7_MAIZE,ZEAMMB73_Zm00001d039946
A0A1D6MLW9	4577.A0A1D6MLW9	Spermidine hydroxycinnamoyl transferase.	https://smart.embl.de/smart/DDvec.cgi?smart=466:Pfam_Transferase(40|464)+	103649816,2.3.1.133,A0A1D6MLW9,A0A1D6MLW9_MAIZE,EC 2.3.1.133,Shikimate O-hydroxycinnamoyltransferase,Spermidine hydroxycinnamoyl transferase,XP_020405721,ZEAMMB73_Zm00001d039947,zma:103649816
A0A1D6MLX4	4577.A0A1D6MLX4	Anthranilate N-benzoyltransferase protein 1.	https://smart.embl.de/smart/DDvec.cgi?smart=435:Pfam_Transferase(4|433)+	103649821,2.3.1.133,A0A1D6MLX4,A0A1D6MLX4_MAIZE,Anthranilate N-benzoyltransferase protein 1,EC 2.3.1.133,Putrescine hydroxycinnamoyltransferase 1,Shikimate O-hydroxycinnamoyltransferase,XM_008675525.1,XP_008673747,XP_008673747.1,ZEAMMB73_Zm00001d039952,zma:103649821
A0A1D6MLX7	4577.A0A1D6MLX7	Hydroxycinnamoyltransferase8.	https://smart.embl.de/smart/DDvec.cgi?smart=434:Pfam_Transferase(8|432)+	100304329,2.3.1.133,A0A1D6MLX7,A0A1D6MLX7_MAIZE,EC 2.3.1.133,Hydroxycinnamoyltransferase8,NM_001318501.1,NP_001305430,NP_001305430.1,Shikimate O-hydroxycinnamoyltransferase,Uncharacterized protein LOC100304329,XM_008675527.1,XP_008673749.1,ZEAMMB73_Zm00001d039956,zma:100304329
A0A1D6MLX8	4577.A0A1D6MLX8	Nuclear transcription factor Y subunit B-8.	https://smart.embl.de/smart/DDvec.cgi?smart=138:Pfam_CBFD_NFYB_HMF(17|82)+	A0A1D6MLX8,A0A1D6MLX8_MAIZE,Nuclear transcription factor Y subunit B-8,ZEAMMB73_Zm00001d039957
A0A1D6MLY1	4577.A0A1D6MLY1	Protein SAR DEFICIENT 1.	https://smart.embl.de/smart/DDvec.cgi?smart=437:Pfam_Calmodulin_bind(83|370)+	103649824,A0A1D6MLY1,A0A1D6MLY1_MAIZE,Protein SAR DEFICIENT 1,XM_008675528.1,XP_008673750,XP_008673750.1,ZEAMMB73_Zm00001d039963,zma:103649824
A0A1D6MLY5	4577.A0A1D6MLY5	Putative leucine-rich repeat receptor-like protein kinase.	https://smart.embl.de/smart/DDvec.cgi?smart=663:SIGNAL(1|28)+Pfam_LRRNT_2(31|74)+TRANS(288|310)+TRANS(331|353)+Pfam_Pkinase(382|476)+Pfam_Pkinase_Tyr(473|626)+	103649825,A0A1D6MLY5,A0A1D6MLY5_MAIZE,XP_008673751,ZEAMMB73_Zm00001d039967,zma:103649825
A0A1D6MLY7	4577.A0A1D6MLY7	Core-2/I-branching beta-16-N-acetylglucosaminyltransferase family protein.	https://smart.embl.de/smart/DDvec.cgi?smart=403:TRANS(21|43)+Pfam_Branch(130|360)+	100278558,A0A1D6MLY7,A0A1D6MLY7_MAIZE,NP_001145267,Uncharacterized LOC100278558,ZEAMMB73_Zm00001d039969,zma:100278558
A0A1D6MLY8	4577.A0A1D6MLY8	Core-2/I-branching beta-16-N-acetylglucosaminyltransferase family protein.	https://smart.embl.de/smart/DDvec.cgi?smart=369:Pfam_Branch(95|326)+	103649827,A0A1D6MLY8,A0A1D6MLY8_MAIZE,Uncharacterized protein LOC103649827,XP_008673752,ZEAMMB73_Zm00001d039970,zma:103649827
A0A1D6MM01	4577.A0A1D6MM01	Plastidic glucose transporter 4; Belongs to the major facilitator superfamily. Sugar transporter (TC 2.A.1.1) family.	https://smart.embl.de/smart/DDvec.cgi?smart=539:Pfam_MFS_1(105|450)+	100170248,A0A1D6MM01,A0A1D6MM01_MAIZE,Hexose transporter,NP_001123601,Plastidic glucose transporter 4,XM_008673775.1,XM_008673776.1,XP_008671997.1,XP_008671998.1,ZEAMMB73_Zm00001d039973,zma:100170248
A0A1D6MM08	4577.A0A1D6MM08	Uncharacterized protein.	https://smart.embl.de/smart/DDvec.cgi?smart=213:Pfam_DUF761(182|211)+	103649828,A0A1D6MM08,A0A1D6MM08_MAIZE,Uncharacterized protein,Uncharacterized protein LOC103649828,XM_008675531.1,XP_008673753,XP_008673753.1,ZEAMMB73_Zm00001d039974,zma:103649828
A0A1D6MM09	4577.A0A1D6MM09	Uncharacterized protein.	https://smart.embl.de/smart/DDvec.cgi?smart=853:Pfam_VARLMGL(80|99)+Pfam_DUF4378(693|847)+	103649829,A0A1D6MM09,A0A1D6MM09_MAIZE,Uncharacterized protein,Uncharacterized protein LOC103649829,XM_008675532.1,XP_008673754,XP_008673754.1,ZEAMMB73_Zm00001d039975,zma:103649829
A0A1D6MM14	4577.A0A1D6MM14	Zinc finger protein 6.	https://smart.embl.de/smart/DDvec.cgi?smart=267:ZnF_C2H2(71|93)+	103649832,A0A1D6MM14,A0A1D6MM14_MAIZE,XM_008675533.1,XP_008673755,XP_008673755.1,ZEAMMB73_Zm00001d039977,Zinc finger protein 6,Zinc finger protein GIS3,zma:103649832
A0A1D6MM18	4577.A0A1D6MM18	DUF1639 family protein.	http://smart.embl.de/smart/DDvec.cgi?smart=187:	A0A1D6MM18,A0A1D6MM18_MAIZE,DUF1639 family protein,ZEAMMB73_Zm00001d039982
A0A1D6MM19	4577.A0A1D6MM19	Uncharacterized protein.	http://smart.embl.de/smart/DDvec.cgi?smart=378:	100382381,A0A1D6MM19,A0A1D6MM19_MAIZE,NM_001321419.1,NP_001308348,NP_001308348.1,Uncharacterized protein,Uncharacterized protein LOC100382381,ZEAMMB73_Zm00001d039983,zma:100382381
A0A1D6MM22	4577.A0A1D6MM22	Uncharacterized protein.	https://smart.embl.de/smart/DDvec.cgi?smart=428:Pfam_DUF3326(47|386)+	100273303,A0A1D6MM22,A0A1D6MM22_MAIZE,NP_001141216,Uncharacterized protein,Uncharacterized protein LOC100273303 isoform 1,ZEAMMB73_Zm00001d039987,zma:100273303
A0A1D6MM25	4577.A0A1D6MM25	Uncharacterized protein.	http://smart.embl.de/smart/DDvec.cgi?smart=275:	103649840,A0A1D6MM25,A0A1D6MM25_MAIZE,Uncharacterized protein,XM_008675547.1,XP_008673769.1,ZEAMMB73_Zm00001d039988
A0A1D6MM31	4577.A0A1D6MM31	Alpha-xylosidase 1; Belongs to the glycosyl hydrolase 31 family.	https://smart.embl.de/smart/DDvec.cgi?smart=927:SIGNAL(1|25)+Pfam_NtCtMGAM_N(53|177)+Pfam_Gal_mutarotas_2(179|250)+Pfam_Glyco_hydro_31(269|761)+	100501905,3.2.1.177,A0A1D6MM31,A0A1D6MM31_MAIZE,Alpha-D-xyloside xylohydrolase,Alpha-xylosidase 1,EC 3.2.1.177,NM_001323546.1,NP_001310475,NP_001310475.1,Uncharacterized protein LOC100501905 precursor,ZEAMMB73_Zm00001d039994,zma:100501905
A0A1D6MM34	4577.A0A1D6MM34	Metal tolerance protein 10.	https://smart.embl.de/smart/DDvec.cgi?smart=394:Pfam_Cation_efflux(108|301)+Pfam_ZT_dimer(305|382)+	A0A1D6MM34,A0A1D6MM34_MAIZE,Metal tolerance protein 10,ZEAMMB73_Zm00001d040002
A0A1D6MM35	4577.A0A1D6MM35	Uncharacterized protein.	https://smart.embl.de/smart/DDvec.cgi?smart=103:SIGNAL(1|31)+	100278900,A0A1D6MM35,A0A1D6MM35_MAIZE,NP_001145499,Uncharacterized protein,Uncharacterized protein LOC100278900 precursor,ZEAMMB73_Zm00001d040003,zma:100278900
A0A1D6MM36	4577.A0A1D6MM36	LOB domain-containing protein 42.	https://smart.embl.de/smart/DDvec.cgi?smart=298:Pfam_LOB(4|105)+	103649851,A0A1D6MM36,A0A1D6MM36_MAIZE,LOB domain-containing protein 40,LOB domain-containing protein 42,XM_008675552.1,XP_008673774,XP_008673774.1,ZEAMMB73_Zm00001d040004,zma:103649851
A0A1D6MM37	4577.A0A1D6MM37	Uncharacterized protein.	https://smart.embl.de/smart/DDvec.cgi?smart=685:TRANS(64|86)+Pfam_DUF1666(447|683)+	103649852,A0A1D6MM37,A0A1D6MM37_MAIZE,Uncharacterized protein,Uncharacterized protein LOC103649852,XM_008675554.1,XP_008673776,XP_008673776.1,ZEAMMB73_Zm00001d040005,zma:103649852
A0A1D6MM38	4577.A0A1D6MM38	JAG.	https://smart.embl.de/smart/DDvec.cgi?smart=229:TRANS(21|40)+	100280974,A0A1D6MM38,A0A1D6MM38_MAIZE,JAG,NP_001147366,ZEAMMB73_Zm00001d040006,zma:100280974
A0A1D6MM59	4577.A0A1D6MM59	Uncharacterized protein.	https://smart.embl.de/smart/DDvec.cgi?smart=580:Pfam_TMEM214(91|571)+	100382048,A0A1D6MM59,A0A1D6MM59_MAIZE,NM_001174813.2,NP_001168284,NP_001168284.2,Uncharacterized protein,Uncharacterized protein LOC100382048,ZEAMMB73_Zm00001d040010,zma:100382048
A0A1D6MM69	4577.A0A1D6MM69	Nuclease PA3.	https://smart.embl.de/smart/DDvec.cgi?smart=308:SIGNAL(1|27)+Pfam_S1-P1_nuclease(28|308)+	A0A1D6MM69,A0A1D6MM69_MAIZE,Nuclease PA3,ZEAMMB73_Zm00001d040014
A0A1D6MM70	4577.A0A1D6MM70	Anaphase-promoting complex subunit 4.	http://smart.embl.de/smart/DDvec.cgi?smart=141:	A0A1D6MM70,A0A1D6MM70_MAIZE,Anaphase-promoting complex subunit 4,ZEAMMB73_Zm00001d040015
A0A1D6MM98	4577.A0A1D6MM98	Bowman-Birk type wound-induced proteinase inhibitor WIP1.	https://smart.embl.de/smart/DDvec.cgi?smart=89:SIGNAL(1|28)+	100276951,A0A1D6MM98,A0A1D6MM98_MAIZE,NP_001337172,Uncharacterized protein LOC100276951 precursor,ZEAMMB73_Zm00001d040027,zma:100276951
A0A1D6MMA5	4577.A0A1D6MMA5	Multicopper oxidase LPR2.	https://smart.embl.de/smart/DDvec.cgi?smart=599:SIGNAL(1|26)+Pfam_Cu-oxidase_3(151|231)+Pfam_Cu-oxidase(249|374)+Pfam_Cu-oxidase_2(424|599)+	100275791,A0A1D6MMA5,A0A1D6MMA5_MAIZE,Multicopper oxidase LPR2,NM_001320237.1,NP_001307166,NP_001307166.1,Uncharacterized protein LOC100275791 precursor,ZEAMMB73_Zm00001d040034,zma:100275791
A0A1D6MMA6	4577.A0A1D6MMA6	Multicopper oxidase LPR2; Belongs to the multicopper oxidase family.	https://smart.embl.de/smart/DDvec.cgi?smart=598:SIGNAL(1|23)+Pfam_Cu-oxidase(245|371)+Pfam_Cu-oxidase_2(432|596)+	103649860,A0A1D6MMA6,A0A1D6MMA6_MAIZE,Multicopper oxidase LPR1 homolog 1,Multicopper oxidase LPR2,XM_008675559.1,XP_008673781,XP_008673781.1,ZEAMMB73_Zm00001d040035,zma:103649860
A0A1D6MMD1	4577.A0A1D6MMD1	Putative ubiquitin-conjugating enzyme E2 23.	https://smart.embl.de/smart/DDvec.cgi?smart=1099:UBCc(845|1002)+	103651829,2.3.2.24,A0A1D6MMD1,A0A1D6MMD1_MAIZE,EC 2.3.2.24,Probable ubiquitin-conjugating enzyme E2 23,Putative ubiquitin-conjugating enzyme E2 23,Ubiquitin-conjugating enzyme E2 O,XP_020405725,ZEAMMB73_Zm00001d040036,zma:103651829
A0A1D6MMD7	4577.A0A1D6MMD7	Uncharacterized protein.	http://smart.embl.de/smart/DDvec.cgi?smart=114:	A0A1D6MMD7,A0A1D6MMD7_MAIZE,Uncharacterized protein,ZEAMMB73_Zm00001d040037
A0A1D6MME1	4577.A0A1D6MME1	Heavy metal transport/detoxification superfamily protein.	https://smart.embl.de/smart/DDvec.cgi?smart=462:Pfam_HMA(16|73)+	103649862,A0A1D6MME1,A0A1D6MME1_MAIZE,XM_008675560.1,XP_008673782,XP_008673782.1,ZEAMMB73_Zm00001d040040,zma:103649862
A0A1D6MME2	4577.A0A1D6MME2	40S ribosomal protein S8-1.	https://smart.embl.de/smart/DDvec.cgi?smart=221:Pfam_Ribosomal_S8e(57|221)+	40S ribosomal protein S8-1,A0A1D6MME2,A0A1D6MME2_MAIZE,ZEAMMB73_Zm00001d040041
